MESA,Departamento,Municipio,Circuito,ESTADO
761,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
762,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
763,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
764,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
765,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
766,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
767,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
768,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
769,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
770,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
771,241 -- CAPITAL,1 -- CAPITAL,9 -- LAGUNA BRAVA,
772,241 -- CAPITAL,1 -- CAPITAL,9A -- PASO MARTINEZ,
773,241 -- CAPITAL,1 -- CAPITAL,9A -- PASO MARTINEZ,
774,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
775,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
776,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
777,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
778,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
779,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
780,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
781,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
782,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
783,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
784,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
785,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
786,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
787,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
788,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
789,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
790,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
791,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
792,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
793,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
794,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
795,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
796,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
797,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
798,241 -- CAPITAL,1 -- CAPITAL,10 -- SANTA CATALINA,
