mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,G33,G41,G60,G71,G179,G180,G191,G652,G653,G654,blanco,nulos,recur,impug,validos,totales
3,74,34,VILLA BERTHET,0,0,1,1,6,4,4,2,0,9,108,43,3,4,4,0,0,180,188
4,74,34,VILLA BERTHET,0,0,1,3,5,1,2,1,2,2,99,53,2,5,3,0,0,170,178
5,74,34,VILLA BERTHET,0,0,1,1,5,2,2,0,2,2,95,53,4,8,0,0,0,166,174
6,74,34,VILLA BERTHET,0,0,1,33,5,8,1,0,2,2,102,43,0,3,2,0,0,196,201
7,74,34,VILLA BERTHET,0,0,1,2,2,3,3,3,3,1,92,37,5,5,6,0,0,151,162
8,74,34,VILLA BERTHET,0,0,1,1,5,5,2,0,1,0,114,43,5,0,1,0,0,176,177
9,74,34,VILLA BERTHET,0,0,1,1,2,1,4,1,0,4,121,37,4,6,3,0,0,175,184
10,74,34,VILLA BERTHET,0,0,1,0,2,1,2,0,0,1,99,64,5,2,1,0,0,174,177
11,74,34,VILLA BERTHET,0,0,1,1,7,1,1,8,8,1,128,48,1,9,0,0,0,204,213
12,74,34,VILLA BERTHET,0,0,1,3,5,2,2,0,1,0,90,48,4,3,8,0,0,155,166
13,74,34,VILLA BERTHET,0,0,1,1,4,1,5,1,1,2,96,58,5,6,4,0,0,174,184
14,74,34,VILLA BERTHET,0,0,1,0,3,3,2,2,0,4,112,64,2,0,0,0,0,192,192
15,74,34,VILLA BERTHET,0,0,1,3,5,4,5,1,3,3,117,47,0,7,2,0,0,188,197
16,74,34,VILLA BERTHET,0,0,1,0,6,2,1,1,2,1,105,42,0,5,2,0,0,160,167
17,74,34,VILLA BERTHET,0,0,1,0,5,3,1,0,0,3,114,34,11,6,0,0,0,171,177
18,74,34,VILLA BERTHET,0,0,1,1,2,5,1,2,1,2,119,44,10,9,0,0,2,187,198
19,74,34,VILLA BERTHET,0,0,1,2,3,1,1,1,2,3,79,37,2,5,0,0,0,131,136
20,74,34,VILLA BERTHET,0,0,1,1,3,2,1,1,1,0,80,60,2,1,1,0,0,151,153
1002,74,34,VILLA BERTHET,1,0,1,0,3,4,1,0,0,3,113,57,1,3,3,0,0,182,188
1003,74,34,VILLA BERTHET,1,0,1,0,4,3,0,0,1,3,134,44,1,3,3,0,0,190,196
1004,74,34,VILLA BERTHET,1,0,1,1,6,1,0,2,0,3,104,70,5,3,3,0,0,192,198
1005,74,34,VILLA BERTHET,1,0,1,4,2,2,0,0,2,2,125,55,2,3,2,0,0,194,199
1006,74,34,VILLA BERTHET,1,0,1,2,1,3,3,2,1,1,120,53,4,3,3,0,0,190,196
1007,74,34,VILLA BERTHET,1,0,1,2,1,3,2,1,2,1,136,43,3,8,2,0,0,194,204
1008,74,34,VILLA BERTHET,1,0,1,1,5,3,1,2,1,3,121,48,3,3,7,0,0,188,198
1009,74,34,VILLA BERTHET,1,0,1,2,0,2,1,0,3,2,123,50,2,2,4,0,0,185,191
1010,74,34,VILLA BERTHET,1,0,1,3,3,1,2,1,2,2,117,58,5,4,1,0,0,194,199
1011,74,34,VILLA BERTHET,1,0,1,1,6,1,0,0,0,1,11,0,0,0,0,0,0,20,20
1012,74,34,VILLA BERTHET,1,0,1,1,8,1,3,0,0,2,115,58,5,5,3,0,0,193,201
1013,74,34,VILLA BERTHET,1,0,1,1,4,4,2,1,0,3,109,54,4,2,2,0,0,182,186
1014,74,34,VILLA BERTHET,1,0,1,1,8,2,1,2,1,1,132,57,5,2,4,0,0,210,216
1015,74,34,VILLA BERTHET,1,0,1,4,8,2,0,0,3,2,106,68,2,2,3,0,0,195,200
1016,74,34,VILLA BERTHET,1,0,1,2,2,1,2,2,3,2,131,45,2,1,5,0,0,192,198
1017,74,34,VILLA BERTHET,1,0,1,1,6,4,1,2,0,3,134,38,5,6,3,0,0,194,203
1018,74,34,VILLA BERTHET,1,0,1,2,7,1,2,1,1,2,117,48,3,3,1,0,0,184,188
1019,74,34,VILLA BERTHET,1,0,1,1,3,2,1,0,1,1,88,39,2,3,1,0,0,138,142
21,75,35,SAMUHU,0,0,1,2,5,2,2,0,12,1,123,30,1,5,0,0,0,178,183
22,75,35,SAMUHU,0,0,1,0,3,1,1,0,10,1,130,29,0,5,2,0,0,175,182
23,75,35,SAMUHU,0,0,1,0,8,2,2,0,16,0,103,25,2,3,3,0,0,158,164
1020,75,35,SAMUHU,1,0,1,2,4,6,0,2,13,0,129,32,2,5,0,0,0,190,195
1021,75,35,SAMUHU,1,0,1,0,1,0,2,0,11,7,117,28,1,4,1,0,0,167,172
1022,75,35,SAMUHU,1,0,1,0,2,1,0,1,10,0,93,27,1,0,0,0,0,135,135
1,76,36,ENRIQUE URIEN,0,0,1,0,0,0,0,0,0,0,117,35,0,9,0,0,0,152,161
2,76,36,ENRIQUE URIEN,0,0,1,0,1,0,1,0,1,2,127,47,0,6,0,0,0,179,185
1001,76,36,ENRIQUE URIEN,1,0,1,1,0,1,2,1,0,0,113,29,1,4,1,0,0,148,153
1002,76,36,ENRIQUE URIEN,1,0,1,1,0,1,1,1,1,10,114,29,0,5,0,0,0,158,163
3,77,37,VILLA ANGELA,0,0,1,6,5,9,9,3,4,3,95,32,2,9,5,0,0,168,182
4,77,37,VILLA ANGELA,0,0,1,3,5,3,5,1,3,1,114,33,4,9,0,0,0,172,181
5,77,37,VILLA ANGELA,0,0,1,2,8,4,7,4,6,8,96,36,6,7,0,0,0,177,184
6,77,37,VILLA ANGELA,0,0,1,2,10,5,6,3,5,5,85,36,2,3,7,0,0,159,169
7,77,37,VILLA ANGELA,0,0,1,2,9,6,3,1,4,2,69,54,3,4,7,0,0,153,164
8,77,37,VILLA ANGELA,0,0,1,3,10,6,6,3,0,1,65,57,2,7,0,0,0,153,160
9,77,37,VILLA ANGELA,0,0,1,3,10,3,7,2,5,6,103,49,3,11,0,0,0,191,202
10,77,37,VILLA ANGELA,0,0,1,4,11,2,9,5,3,7,83,63,10,0,0,0,0,197,197
11,77,37,VILLA ANGELA,0,0,1,6,13,8,6,0,7,4,97,39,3,0,0,0,0,183,183
12,77,37,VILLA ANGELA,0,0,1,8,8,2,9,1,6,4,101,58,2,13,0,0,0,199,212
1003,77,37,VILLA ANGELA,1,0,1,3,9,2,8,1,6,4,106,48,3,3,2,0,0,190,195
1004,77,37,VILLA ANGELA,1,0,1,1,11,0,3,4,3,0,115,44,2,2,3,9,0,183,197
1005,77,37,VILLA ANGELA,1,0,1,1,12,0,4,3,5,1,118,55,0,8,0,0,0,199,207
1006,77,37,VILLA ANGELA,1,0,1,0,14,0,19,0,0,0,117,46,0,0,0,0,0,196,196
1007,77,37,VILLA ANGELA,1,0,1,3,9,1,3,4,5,2,92,67,0,11,0,0,0,186,197
1008,77,37,VILLA ANGELA,1,0,1,2,9,4,4,2,2,3,92,51,5,3,3,0,0,174,180
1009,77,37,VILLA ANGELA,1,0,1,3,13,6,7,3,7,3,117,43,3,4,0,0,0,205,209
1010,77,37,VILLA ANGELA,1,0,1,0,7,2,10,3,1,0,123,50,1,9,0,0,0,197,206
1011,77,37,VILLA ANGELA,1,0,1,3,7,2,3,2,7,3,103,55,3,11,0,0,0,188,199
1012,77,37,VILLA ANGELA,1,0,1,0,8,0,11,4,4,0,81,46,7,5,0,0,0,161,166
1013,77,37,VILLA ANGELA,1,0,1,7,6,0,4,2,6,6,77,42,4,7,0,0,0,154,161
13,78,37,VILLA ANGELA,0,0,1,0,9,8,10,0,7,6,82,39,0,4,0,0,0,161,165
14,78,37,VILLA ANGELA,0,0,1,0,9,1,9,0,4,9,94,52,3,0,4,0,0,181,185
15,78,37,VILLA ANGELA,0,0,1,5,7,1,10,4,5,7,69,47,3,6,0,0,0,158,164
16,78,37,VILLA ANGELA,0,0,1,2,5,3,9,3,10,2,74,66,3,7,0,0,0,177,184
17,78,37,VILLA ANGELA,0,0,1,6,5,4,4,2,7,4,68,63,4,8,0,0,0,167,175
18,78,37,VILLA ANGELA,0,0,1,2,7,3,8,1,3,2,62,61,1,10,0,0,0,150,160
19,78,37,VILLA ANGELA,0,0,1,2,7,4,9,0,7,2,67,38,7,12,0,0,0,143,155
20,78,37,VILLA ANGELA,0,0,1,6,6,3,9,6,5,2,81,42,8,1,6,0,0,168,175
21,78,37,VILLA ANGELA,0,0,1,3,3,4,5,1,4,6,85,63,5,4,2,0,0,179,185
22,78,37,VILLA ANGELA,0,0,1,3,8,4,2,2,7,0,84,51,0,12,0,0,0,161,173
23,78,37,VILLA ANGELA,0,1,1,0,5,3,17,2,5,1,85,43,0,14,2,1,0,161,178
24,78,37,VILLA ANGELA,0,1,1,3,8,4,6,1,8,4,73,72,3,8,0,0,0,182,190
25,78,37,VILLA ANGELA,0,1,1,0,2,8,7,2,3,6,61,72,4,4,1,0,1,165,171
26,78,37,VILLA ANGELA,0,1,1,0,6,3,5,1,3,3,78,55,2,13,0,0,0,156,169
27,78,37,VILLA ANGELA,0,1,1,1,4,3,7,2,8,4,102,49,2,7,0,0,0,182,189
28,78,37,VILLA ANGELA,0,1,1,4,9,8,13,3,1,7,82,37,3,4,0,1,0,167,172
29,78,37,VILLA ANGELA,0,1,1,2,6,4,5,2,17,3,88,60,4,7,0,0,0,191,198
30,78,37,VILLA ANGELA,0,1,1,3,8,8,13,4,5,2,70,48,1,12,0,0,0,162,174
31,78,37,VILLA ANGELA,0,1,1,2,12,3,13,7,5,5,85,40,0,4,0,0,0,172,176
32,78,37,VILLA ANGELA,0,1,1,3,8,6,10,2,6,4,70,51,3,12,2,1,0,163,178
33,78,37,VILLA ANGELA,0,1,1,7,3,4,10,7,5,4,87,51,1,6,1,0,0,179,186
34,78,37,VILLA ANGELA,0,1,1,1,4,8,6,4,5,4,94,44,4,14,0,0,0,174,188
35,78,37,VILLA ANGELA,0,1,1,2,7,5,7,1,8,1,100,44,1,16,1,0,0,176,193
36,78,37,VILLA ANGELA,0,1,1,0,2,5,8,2,1,5,89,44,1,6,0,0,0,157,163
37,78,37,VILLA ANGELA,0,1,1,5,4,4,20,3,2,5,68,70,2,9,0,0,0,183,192
38,78,37,VILLA ANGELA,0,1,1,1,10,4,9,3,6,2,105,45,3,7,1,0,0,188,196
39,78,37,VILLA ANGELA,0,1,1,5,4,4,14,3,2,3,70,97,2,7,0,0,0,204,211
1014,78,37,VILLA ANGELA,1,0,1,2,6,2,10,3,6,2,107,50,0,2,0,0,0,188,190
1015,78,37,VILLA ANGELA,1,0,1,1,8,1,4,2,6,5,91,54,3,8,0,0,0,175,183
1016,78,37,VILLA ANGELA,1,0,1,0,3,5,6,0,10,3,92,63,0,3,5,0,0,182,190
1017,78,37,VILLA ANGELA,1,0,1,2,5,5,10,3,5,1,102,62,2,8,0,0,0,197,205
1018,78,37,VILLA ANGELA,1,0,1,6,6,5,8,3,12,4,90,59,4,1,3,0,0,197,201
1019,78,37,VILLA ANGELA,1,0,1,3,12,3,15,3,7,0,83,64,3,1,3,0,0,193,197
1020,78,37,VILLA ANGELA,1,0,1,3,3,4,1,5,3,88,62,3,0,0,0,0,0,172,172
1021,78,37,VILLA ANGELA,1,0,1,5,6,3,13,2,0,11,2,83,56,4,7,0,0,181,192
1022,78,37,VILLA ANGELA,1,0,1,2,6,5,8,1,6,3,114,48,5,6,0,0,0,198,204
1023,78,37,VILLA ANGELA,1,0,1,0,3,2,7,0,5,7,84,69,4,15,0,0,0,181,196
1024,78,37,VILLA ANGELA,1,0,1,3,8,0,7,1,3,4,98,56,3,5,0,0,0,183,188
1025,78,37,VILLA ANGELA,1,0,1,0,11,1,15,3,4,3,89,59,1,1,7,0,0,186,194
1026,78,37,VILLA ANGELA,1,0,1,3,5,7,6,2,4,1,88,86,3,5,0,0,0,205,210
1027,78,37,VILLA ANGELA,1,1,1,2,7,3,8,3,1,1,58,71,2,20,1,0,0,156,177
1028,78,37,VILLA ANGELA,1,1,1,2,11,3,11,1,3,2,91,64,0,5,0,0,0,188,193
1029,78,37,VILLA ANGELA,1,1,1,1,6,2,16,5,7,1,91,42,2,6,1,0,0,173,180
1030,78,37,VILLA ANGELA,1,1,1,1,7,6,8,1,4,2,96,47,3,12,0,0,0,175,187
1031,78,37,VILLA ANGELA,1,1,1,1,5,3,15,3,6,3,75,77,1,3,0,0,0,189,192
1032,78,37,VILLA ANGELA,1,1,1,2,10,3,6,3,4,4,110,50,6,3,0,0,0,198,201
1033,78,37,VILLA ANGELA,1,1,1,2,5,3,5,1,3,5,116,41,4,7,0,0,0,185,192
1034,78,37,VILLA ANGELA,1,1,1,3,8,3,9,2,4,1,80,79,3,4,0,0,0,192,196
1035,78,37,VILLA ANGELA,1,1,1,3,3,2,11,1,4,5,94,50,0,8,2,1,0,173,184
1036,78,37,VILLA ANGELA,1,1,1,2,7,1,13,7,3,1,93,66,2,12,1,0,0,195,208
1037,78,37,VILLA ANGELA,1,1,1,2,10,2,12,2,4,2,108,53,3,13,0,0,0,198,211
1038,78,37,VILLA ANGELA,1,1,1,5,3,4,12,0,4,2,108,47,3,6,1,0,0,188,195
1039,78,37,VILLA ANGELA,1,1,1,2,6,7,11,3,3,2,87,53,2,8,0,0,0,176,184
1040,78,37,VILLA ANGELA,1,1,1,4,6,2,11,2,5,5,64,81,3,7,1,0,0,183,191
1041,78,37,VILLA ANGELA,1,1,1,0,10,1,10,4,9,2,86,57,2,8,2,0,0,181,191
1042,78,37,VILLA ANGELA,1,1,1,1,4,4,10,1,3,2,101,64,4,7,0,0,0,194,201
1043,78,37,VILLA ANGELA,1,1,1,2,3,0,5,1,3,3,54,67,4,5,0,0,0,142,147
40,79,37,VILLA ANGELA,0,0,1,1,5,5,5,1,5,4,105,32,2,17,0,0,0,165,182
41,79,37,VILLA ANGELA,0,0,1,5,5,2,11,1,4,4,114,32,2,2,4,0,0,180,186
42,79,37,VILLA ANGELA,0,0,1,2,3,2,6,2,3,5,102,45,4,4,5,0,0,174,183
43,79,37,VILLA ANGELA,0,0,1,1,5,6,8,9,7,4,84,55,3,8,8,0,0,182,198
44,79,37,VILLA ANGELA,0,0,1,6,11,6,6,5,7,3,100,36,3,6,8,0,0,183,197
45,79,37,VILLA ANGELA,0,0,1,2,3,9,6,3,7,2,106,37,5,4,3,0,0,180,187
46,79,37,VILLA ANGELA,0,0,1,1,5,4,10,1,2,4,95,26,3,5,6,0,0,151,162
47,79,37,VILLA ANGELA,0,0,1,1,7,5,9,3,11,0,87,42,5,6,4,0,0,170,180
48,79,37,VILLA ANGELA,0,0,1,1,2,3,6,1,2,3,119,39,2,3,1,0,0,178,182
49,79,37,VILLA ANGELA,0,0,1,2,3,10,9,1,5,5,103,41,3,2,8,0,0,182,192
50,79,37,VILLA ANGELA,0,0,1,3,11,2,7,0,6,2,93,36,5,5,7,0,0,165,177
51,79,37,VILLA ANGELA,0,0,1,0,3,3,8,2,7,3,119,36,6,11,0,0,0,187,198
52,79,37,VILLA ANGELA,0,0,1,6,2,7,10,1,10,7,97,37,8,7,4,0,4,185,200
53,79,37,VILLA ANGELA,0,0,1,2,7,4,9,1,3,6,96,34,3,5,8,0,0,165,178
54,79,37,VILLA ANGELA,0,0,1,4,10,6,7,8,1,4,93,34,2,10,6,0,0,169,185
55,79,37,VILLA ANGELA,0,0,1,2,11,6,7,3,7,5,77,46,6,5,7,0,0,170,182
56,79,37,VILLA ANGELA,0,0,1,3,3,4,8,3,2,0,98,39,5,9,0,0,0,165,174
57,79,37,VILLA ANGELA,0,0,1,2,3,2,2,1,5,3,120,32,9,13,0,0,0,179,192
58,79,37,VILLA ANGELA,0,0,1,4,2,6,10,1,4,7,102,33,2,2,2,0,0,171,175
59,79,37,VILLA ANGELA,0,0,1,0,2,2,14,1,1,11,85,38,3,17,0,0,0,157,174
60,79,37,VILLA ANGELA,0,0,1,1,4,3,8,1,1,3,102,38,4,7,0,0,0,165,172
61,79,37,VILLA ANGELA,0,0,1,0,1,6,3,1,3,3,69,34,0,8,0,0,0,120,128
1044,79,37,VILLA ANGELA,1,0,1,1,10,4,7,3,4,2,128,31,2,2,12,0,0,192,206
1045,79,37,VILLA ANGELA,1,0,1,4,9,2,9,1,5,3,113,36,2,5,6,0,1,184,196
1046,79,37,VILLA ANGELA,1,0,1,1,4,3,6,4,7,5,113,40,5,3,8,0,0,188,199
1047,79,37,VILLA ANGELA,1,0,1,2,7,2,6,3,1,4,114,44,6,5,0,0,0,189,194
1048,79,37,VILLA ANGELA,1,0,1,5,7,4,2,0,6,4,100,53,11,0,5,0,0,192,197
1049,79,37,VILLA ANGELA,1,0,1,3,4,4,6,4,9,4,110,42,9,4,0,0,0,195,199
1050,79,37,VILLA ANGELA,1,0,1,5,6,6,2,2,4,3,95,59,3,7,0,0,0,185,192
1051,79,37,VILLA ANGELA,1,0,1,0,14,5,8,0,4,2,108,40,5,7,0,0,0,186,193
1052,79,37,VILLA ANGELA,1,0,1,2,5,7,6,0,2,3,118,38,6,5,6,0,0,187,198
1053,79,37,VILLA ANGELA,1,0,1,2,7,5,3,3,10,2,119,48,3,2,2,0,0,202,206
1054,79,37,VILLA ANGELA,1,0,1,2,5,4,9,2,7,5,107,65,8,1,5,0,0,214,220
1055,79,37,VILLA ANGELA,1,0,1,3,4,4,3,2,3,5,118,42,2,8,3,0,0,186,197
1056,79,37,VILLA ANGELA,1,0,1,5,10,2,6,3,2,6,118,36,6,2,1,0,0,194,197
1057,79,37,VILLA ANGELA,1,0,1,3,6,1,17,3,10,4,107,46,5,4,8,0,0,202,214
1058,79,37,VILLA ANGELA,1,0,1,3,7,4,10,2,2,5,147,29,4,0,0,0,0,213,213
1059,79,37,VILLA ANGELA,1,0,1,1,9,4,14,1,5,6,109,58,2,6,0,0,0,209,215
1060,79,37,VILLA ANGELA,1,0,1,1,4,6,10,4,5,4,116,32,1,11,0,0,0,183,194
1061,79,37,VILLA ANGELA,1,0,1,4,10,3,4,3,3,1,108,38,5,16,0,0,0,179,195
1062,79,37,VILLA ANGELA,1,0,1,0,5,4,10,0,3,4,141,32,3,6,0,0,0,202,208
1063,79,37,VILLA ANGELA,1,0,1,1,13,1,4,1,4,6,120,41,3,18,0,0,0,194,212
1064,79,37,VILLA ANGELA,1,0,1,2,4,4,5,0,3,3,102,50,10,13,0,0,0,183,196
1065,79,37,VILLA ANGELA,1,0,1,1,4,8,4,0,5,5,128,40,2,6,0,0,0,197,203
1066,79,37,VILLA ANGELA,1,0,1,2,3,2,3,1,6,3,75,37,6,0,7,0,0,138,145
77,81,37,VILLA ANGELA,0,0,1,2,1,0,1,0,0,0,24,26,0,1,0,0,0,54,55
1082,81,37,VILLA ANGELA,1,0,1,2,1,0,1,0,0,0,24,26,1,0,0,0,0,55,55
78,82,37,VILLA ANGELA,0,0,1,1,11,2,3,3,3,3,53,29,0,6,0,0,0,108,114
79,82,37,VILLA ANGELA,0,0,1,5,8,4,4,1,1,1,33,42,3,11,0,0,0,102,113
1083,82,37,VILLA ANGELA,1,0,1,0,12,4,2,3,5,4,89,77,7,19,0,0,0,203,222
62,80,38,CORONEL DU GRATY,0,0,1,0,2,5,2,0,1,1,100,68,2,5,0,0,0,181,186
63,80,38,CORONEL DU GRATY,0,0,1,0,1,2,3,0,1,1,68,114,2,7,0,0,0,192,199
64,80,38,CORONEL DU GRATY,0,0,1,1,1,2,1,1,0,0,120,72,5,6,0,0,0,203,209
65,80,38,CORONEL DU GRATY,0,0,1,1,0,3,7,2,0,4,106,75,2,7,0,0,0,200,207
66,80,38,CORONEL DU GRATY,0,0,1,0,4,1,2,1,0,7,98,59,0,5,0,0,0,172,177
67,80,38,CORONEL DU GRATY,0,0,1,0,3,2,1,1,1,4,79,83,0,8,0,0,0,174,182
68,80,38,CORONEL DU GRATY,0,0,1,1,0,3,0,1,1,6,61,148,1,3,0,0,0,222,225
69,80,38,CORONEL DU GRATY,0,0,1,1,1,4,2,1,1,1,83,101,7,3,0,0,0,202,205
70,80,38,CORONEL DU GRATY,0,0,1,1,0,2,4,0,0,1,84,102,2,9,0,0,0,196,205
71,80,38,CORONEL DU GRATY,0,0,1,0,2,0,1,1,4,1,83,89,1,5,0,0,0,182,187
72,80,38,CORONEL DU GRATY,0,0,1,1,0,2,0,0,1,1,97,69,2,3,0,0,0,173,176
73,80,38,CORONEL DU GRATY,0,0,1,0,0,0,0,0,1,0,110,59,0,9,0,0,0,170,179
74,80,38,CORONEL DU GRATY,0,0,1,1,1,3,3,1,2,3,81,127,1,6,0,0,0,223,229
75,80,38,CORONEL DU GRATY,0,0,1,3,0,4,2,0,2,3,88,113,1,5,0,0,0,216,221
76,80,38,CORONEL DU GRATY,0,0,1,0,2,2,2,0,3,5,95,118,4,4,0,0,0,231,235
1067,80,38,CORONEL DU GRATY,1,0,1,0,1,4,2,1,0,4,125,84,1,0,0,0,0,222,222
1068,80,38,CORONEL DU GRATY,1,0,1,1,4,2,1,0,3,101,109,3,0,4,0,0,0,224,228
1069,80,38,CORONEL DU GRATY,1,0,1,0,4,1,2,0,0,4,133,72,1,4,0,0,0,217,221
1070,80,38,CORONEL DU GRATY,1,0,1,1,0,2,5,0,4,2,0,81,5,4,0,0,0,100,104
1071,80,38,CORONEL DU GRATY,1,0,1,1,1,2,2,1,0,1,115,91,3,3,0,0,0,217,220
1072,80,38,CORONEL DU GRATY,1,0,1,0,2,4,1,1,0,2,114,93,2,5,0,0,0,219,224
1073,80,38,CORONEL DU GRATY,1,0,1,1,1,0,2,0,1,3,64,154,4,8,0,0,0,230,238
1074,80,38,CORONEL DU GRATY,1,0,1,1,4,3,2,0,0,0,123,77,5,4,0,0,0,215,219
1075,80,38,CORONEL DU GRATY,1,0,1,0,4,0,0,0,0,1,99,98,4,3,0,0,0,206,209
1076,80,38,CORONEL DU GRATY,1,0,1,3,0,3,2,1,1,1,98,76,1,1,0,0,0,186,187
1077,80,38,CORONEL DU GRATY,1,0,1,2,1,3,2,1,2,2,117,81,1,4,0,0,0,212,216
1078,80,38,CORONEL DU GRATY,1,0,1,2,0,2,1,0,3,2,109,86,3,6,0,0,0,208,214
1079,80,38,CORONEL DU GRATY,1,0,1,0,1,0,0,0,1,3,91,116,2,5,0,0,0,214,219
1080,80,38,CORONEL DU GRATY,1,0,1,1,2,0,0,0,0,1,73,95,0,3,0,0,0,172,175
1081,80,38,CORONEL DU GRATY,1,0,1,1,4,0,2,2,0,4,74,101,0,0,0,0,0,188,188
1,83,39,SAN BERNARDO,0,0,1,0,5,2,0,1,0,57,26,0,0,0,4,0,0,91,95
1001,83,39,SAN BERNARDO,1,0,1,2,1,0,1,1,0,0,65,17,1,3,0,0,0,88,91
2,84,39,SAN BERNARDO,0,0,1,2,5,3,4,0,2,1,140,35,0,4,0,0,0,192,196
3,84,39,SAN BERNARDO,0,0,1,3,4,1,3,0,0,6,118,40,3,0,0,0,0,178,178
4,84,39,SAN BERNARDO,0,0,1,0,3,1,2,0,6,0,131,49,6,8,0,0,0,198,206
5,84,39,SAN BERNARDO,0,0,1,1,3,1,2,1,2,1,108,40,1,2,0,0,0,160,162
6,84,39,SAN BERNARDO,0,0,1,1,4,3,0,0,1,4,112,45,4,6,0,0,0,174,180
7,84,39,SAN BERNARDO,0,0,1,2,5,1,6,1,2,3,123,45,2,9,0,0,0,190,199
8,84,39,SAN BERNARDO,0,0,1,0,5,2,1,0,1,0,99,91,3,6,0,0,0,202,208
9,84,39,SAN BERNARDO,0,0,1,0,2,2,0,1,0,1,118,30,4,17,0,0,0,158,175
10,84,39,SAN BERNARDO,0,0,1,0,3,0,2,0,2,3,127,45,1,6,2,0,0,183,191
11,84,39,SAN BERNARDO,0,0,1,2,5,4,2,2,0,3,113,45,3,1,4,0,0,179,184
12,84,39,SAN BERNARDO,0,0,1,4,2,0,0,1,1,0,83,71,0,6,8,0,0,162,176
13,84,39,SAN BERNARDO,0,0,1,3,4,1,0,0,0,1,128,35,1,4,0,0,0,173,177
14,84,39,SAN BERNARDO,0,0,1,0,8,1,3,1,3,3,114,65,3,16,0,0,0,201,217
15,84,39,SAN BERNARDO,0,0,1,1,2,2,2,0,0,7,123,58,5,17,0,0,0,200,217
1002,84,39,SAN BERNARDO,1,0,1,2,3,0,1,1,0,1,149,44,4,4,6,0,0,205,215
1003,84,39,SAN BERNARDO,1,0,1,2,4,1,1,2,3,1,138,58,2,1,7,0,0,212,220
1004,84,39,SAN BERNARDO,1,0,1,0,3,1,2,2,1,3,140,64,1,2,1,0,0,217,220
1005,84,39,SAN BERNARDO,1,0,1,0,5,2,3,1,3,1,128,50,2,5,0,0,0,195,200
1006,84,39,SAN BERNARDO,1,0,1,0,3,0,1,1,1,2,143,52,2,1,1,0,0,205,207
1007,84,39,SAN BERNARDO,1,0,1,1,0,0,2,1,2,2,135,60,3,5,2,0,0,206,213
1008,84,39,SAN BERNARDO,1,0,1,0,0,1,1,0,2,3,121,69,0,3,6,0,0,197,206
1009,84,39,SAN BERNARDO,1,0,1,0,5,0,0,0,0,0,144,34,1,15,0,0,0,184,199
1010,84,39,SAN BERNARDO,1,0,1,0,3,0,1,1,0,2,138,54,0,8,0,0,0,199,207
1011,84,39,SAN BERNARDO,1,0,1,0,3,4,0,1,1,0,2,132,68,1,7,0,0,211,219
1012,84,39,SAN BERNARDO,1,0,1,1,4,1,0,2,1,2,126,58,3,2,5,0,0,198,205
1013,84,39,SAN BERNARDO,1,0,1,0,2,2,1,0,2,3,136,46,2,1,5,0,0,194,200
1014,84,39,SAN BERNARDO,1,0,1,2,2,1,3,1,1,3,134,60,2,3,2,0,0,209,214
1015,84,39,SAN BERNARDO,1,0,1,0,3,1,2,0,1,2,126,54,2,4,1,0,0,191,196
16,85,40,LA CLOTILDE,0,0,1,2,1,0,1,0,0,1,127,38,5,2,0,0,0,175,177
17,85,40,LA CLOTILDE,0,0,1,1,3,2,1,1,0,0,114,41,0,1,0,0,0,163,164
18,85,40,LA CLOTILDE,0,0,1,1,0,0,5,0,0,0,132,37,3,6,0,0,0,178,184
19,85,40,LA CLOTILDE,0,0,1,0,3,0,2,0,1,3,110,61,2,12,0,0,0,182,194
20,85,40,LA CLOTILDE,0,0,1,0,0,0,0,0,0,0,140,47,0,20,0,0,0,187,207
21,85,40,LA CLOTILDE,0,0,1,0,0,3,2,0,0,3,128,46,0,6,0,0,0,182,188
22,85,40,LA CLOTILDE,0,0,1,0,5,2,2,2,0,2,102,70,2,3,0,0,0,187,190
1016,85,40,LA CLOTILDE,1,0,1,0,1,2,2,0,0,2,159,30,4,6,0,0,0,200,206
1017,85,40,LA CLOTILDE,1,0,1,1,0,1,1,1,1,1,137,36,1,5,4,0,0,180,189
1018,85,40,LA CLOTILDE,1,0,1,2,4,1,1,2,1,0,140,43,2,1,1,0,0,196,198
1019,85,40,LA CLOTILDE,1,0,1,0,1,1,2,0,0,4,122,60,0,7,0,0,0,190,197
1020,85,40,LA CLOTILDE,1,0,1,0,3,1,2,1,1,2,123,59,1,4,4,0,0,193,201
1021,85,40,LA CLOTILDE,1,0,1,2,1,0,2,3,0,3,133,42,1,2,0,0,0,187,189
1022,85,40,LA CLOTILDE,1,0,1,0,2,1,0,2,0,0,123,56,0,11,0,0,0,184,195
23,86,41,LA TIGRA,0,0,1,0,27,2,1,3,0,17,92,27,1,4,3,0,0,170,177
24,86,41,LA TIGRA,0,0,1,1,27,6,0,2,0,20,100,15,2,4,3,0,0,173,180
25,86,41,LA TIGRA,0,0,1,1,20,3,1,1,2,24,116,25,2,0,0,0,0,195,195
26,86,41,LA TIGRA,0,0,1,2,24,4,2,3,1,13,99,45,2,3,3,0,0,195,201
27,86,41,LA TIGRA,0,0,1,1,24,4,2,0,1,16,98,35,2,8,3,0,0,183,194
28,86,41,LA TIGRA,0,0,1,2,26,5,2,1,4,27,112,34,5,6,0,0,0,218,224
