mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,G33,G41,G60,G71,G179,G180,G191,G652,G653,G654,blanco,nulos,recur,impug,validos,totales
34,5A,1,RESISTENCIA,0,1,1,6,5,3,25,2,1,5,65,72,1,8,6,0,0,185,199
35,5A,1,RESISTENCIA,0,1,1,5,10,2,12,5,3,5,73,68,3,12,0,0,0,186,198
36,5A,1,RESISTENCIA,0,1,1,4,7,1,18,3,5,6,63,90,3,5,2,0,0,200,207
37,5A,1,RESISTENCIA,0,1,1,4,6,1,27,0,2,3,65,78,4,5,0,0,0,190,195
38,5A,1,RESISTENCIA,0,1,1,4,8,3,19,0,0,3,67,85,1,8,0,0,0,190,198
39,5A,1,RESISTENCIA,0,1,1,6,13,0,30,2,1,1,60,80,3,9,0,0,0,196,205
40,5A,1,RESISTENCIA,0,1,1,10,3,2,18,0,0,1,71,81,2,14,3,0,0,188,205
41,5A,1,RESISTENCIA,0,1,1,8,4,1,27,3,3,2,58,85,7,5,0,0,0,198,203
42,5A,1,RESISTENCIA,0,1,1,5,4,1,22,2,4,0,63,89,8,4,0,1,0,198,203
43,5A,1,RESISTENCIA,0,1,1,3,10,0,26,1,1,2,59,101,2,8,1,0,0,205,214
44,5A,1,RESISTENCIA,0,1,1,4,9,2,16,0,2,3,68,88,1,7,1,0,0,193,201
45,5A,1,RESISTENCIA,0,1,1,5,6,3,25,4,2,4,55,84,2,9,1,0,0,190,200
1037,5A,1,RESISTENCIA,1,1,1,1,9,2,20,2,5,2,67,97,1,4,0,0,0,206,210
1038,5A,1,RESISTENCIA,1,1,1,7,7,1,15,3,4,4,72,84,2,4,0,0,0,199,203
1039,5A,1,RESISTENCIA,1,1,1,4,15,4,19,3,3,3,55,101,5,7,0,0,0,212,219
1040,5A,1,RESISTENCIA,1,1,1,11,10,0,14,3,2,2,59,87,1,7,0,1,0,189,197
1041,5A,1,RESISTENCIA,1,1,1,1,10,3,20,1,2,7,53,112,2,5,0,0,0,211,216
1042,5A,1,RESISTENCIA,1,1,1,1,13,0,18,2,5,4,72,85,4,5,0,0,0,204,209
1043,5A,1,RESISTENCIA,1,1,1,9,9,1,18,0,5,6,69,80,1,8,0,0,0,198,206
1044,5A,1,RESISTENCIA,1,1,1,3,2,0,15,1,3,2,56,127,0,4,1,0,0,209,214
1045,5A,1,RESISTENCIA,1,1,1,5,5,1,17,1,1,4,80,86,1,2,0,0,0,201,203
1046,5A,1,RESISTENCIA,1,1,1,3,3,1,25,0,1,3,72,99,3,3,0,0,0,210,213
1047,5A,1,RESISTENCIA,1,1,1,7,10,4,22,2,3,0,62,88,1,3,0,0,0,199,202
1048,5A,1,RESISTENCIA,1,1,1,3,3,2,12,1,1,3,61,116,2,3,0,0,0,204,207
1049,5A,1,RESISTENCIA,1,1,1,3,6,1,9,2,1,3,74,80,3,8,1,0,0,182,191
1050,5A,1,RESISTENCIA,1,1,1,5,10,1,16,4,2,3,67,83,5,4,2,0,0,196,202
1051,5A,1,RESISTENCIA,1,1,1,3,4,2,19,1,0,2,57,112,3,3,0,0,0,203,206
1052,5A,1,RESISTENCIA,1,1,1,4,14,1,19,3,2,1,65,97,10,6,0,0,0,216,222
1053,5A,1,RESISTENCIA,1,1,1,2,6,0,14,1,2,1,38,50,0,4,0,0,0,114,118
46,5B,1,RESISTENCIA,0,0,1,33,5,2,24,1,5,7,102,41,7,3,6,0,0,227,236
47,5B,1,RESISTENCIA,0,0,1,4,4,3,20,1,4,3,76,39,6,10,0,0,0,160,170
48,5B,1,RESISTENCIA,0,0,1,7,7,6,15,0,1,3,74,58,11,2,3,0,0,182,187
49,5B,1,RESISTENCIA,0,0,1,2,6,8,23,1,1,3,54,55,8,5,5,0,0,161,171
50,5B,1,RESISTENCIA,0,0,1,4,6,6,23,1,5,2,80,41,8,7,6,0,1,176,190
51,5B,1,RESISTENCIA,0,0,1,4,4,3,12,1,2,3,86,45,7,14,0,0,0,167,181
52,5B,1,RESISTENCIA,0,0,1,3,4,4,20,1,5,3,87,60,8,3,12,0,0,195,210
53,5B,1,RESISTENCIA,0,0,1,4,4,4,12,0,2,5,92,49,5,6,2,0,0,177,185
54,5B,1,RESISTENCIA,0,0,1,4,2,3,24,0,3,3,79,45,6,12,0,0,0,169,181
55,5B,1,RESISTENCIA,0,0,1,4,5,6,18,4,3,4,75,66,6,4,0,0,0,191,195
56,5B,1,RESISTENCIA,0,0,1,1,11,0,16,2,2,2,118,57,3,8,0,0,0,212,220
1054,5B,1,RESISTENCIA,1,0,1,1,4,2,18,4,1,2,100,60,10,3,5,0,0,202,210
1055,5B,1,RESISTENCIA,1,0,1,9,9,3,17,2,0,1,102,57,6,0,0,0,0,206,206
1056,5B,1,RESISTENCIA,1,0,1,4,4,1,19,2,2,3,89,62,15,1,7,0,0,201,209
1057,5B,1,RESISTENCIA,1,0,1,3,4,5,15,1,2,2,105,71,6,3,4,0,0,214,221
1058,5B,1,RESISTENCIA,1,0,1,4,5,2,23,3,1,3,97,66,2,6,5,0,0,206,217
1059,5B,1,RESISTENCIA,1,0,1,2,2,2,12,1,1,1,94,70,7,6,9,0,0,192,207
1060,5B,1,RESISTENCIA,1,0,1,5,7,5,16,2,4,2,96,61,5,10,0,0,0,203,213
1061,5B,1,RESISTENCIA,1,0,1,6,9,6,19,2,0,5,92,55,0,2,17,0,1,194,214
1062,5B,1,RESISTENCIA,1,0,1,4,1,3,21,1,4,2,86,62,5,5,7,0,0,189,201
1063,5B,1,RESISTENCIA,1,0,1,2,2,1,23,3,0,10,90,56,5,2,7,0,1,192,202
1064,5B,1,RESISTENCIA,1,0,1,4,8,2,20,2,3,2,94,74,7,6,6,0,0,216,228
1065,5B,1,RESISTENCIA,1,0,1,2,4,2,14,2,0,1,53,31,1,1,7,0,0,110,118
57,6,1,RESISTENCIA,0,0,1,1,7,1,19,1,2,5,60,97,5,1,7,0,0,198,206
58,6,1,RESISTENCIA,0,0,1,2,9,1,26,1,2,4,44,77,2,5,7,0,0,168,180
59,6,1,RESISTENCIA,0,0,1,6,6,2,23,0,2,5,64,110,4,2,7,0,0,222,231
60,6,1,RESISTENCIA,0,0,1,6,13,2,36,1,1,3,50,90,3,5,4,0,0,205,214
1066,6,1,RESISTENCIA,1,0,1,10,9,0,23,4,0,9,36,104,1,2,4,0,0,196,202
1067,6,1,RESISTENCIA,1,0,1,7,12,1,19,3,1,3,48,88,2,2,3,0,0,184,189
1068,6,1,RESISTENCIA,1,0,1,5,13,1,22,2,4,1,42,94,2,1,8,0,0,186,195
1069,6,1,RESISTENCIA,1,0,1,9,11,3,19,2,1,2,55,87,4,1,2,0,0,193,196
1070,6,1,RESISTENCIA,1,0,1,2,5,1,23,2,1,7,32,89,2,2,10,0,0,164,176
61,7A,1,RESISTENCIA,0,1,1,2,5,2,22,4,1,4,75,81,2,7,1,0,0,198,206
62,7A,1,RESISTENCIA,0,1,1,8,11,4,26,1,0,4,56,84,5,3,1,0,0,199,203
63,7A,1,RESISTENCIA,0,1,1,5,6,2,20,2,3,3,61,87,1,6,0,2,0,190,198
64,7A,1,RESISTENCIA,0,1,1,2,11,2,28,0,2,1,56,89,4,5,0,0,0,195,200
65,7A,1,RESISTENCIA,0,1,1,3,9,4,21,3,4,3,67,78,4,7,0,0,0,196,203
66,7A,1,RESISTENCIA,0,1,1,3,5,2,24,3,1,2,69,77,3,8,0,0,0,189,197
67,7A,1,RESISTENCIA,0,1,1,3,9,4,10,2,1,3,76,69,0,6,1,0,0,177,184
68,7A,1,RESISTENCIA,0,1,1,5,8,2,26,3,2,2,79,60,4,5,0,0,0,191,196
69,7A,1,RESISTENCIA,0,1,1,7,9,3,20,2,2,4,57,82,2,5,0,0,0,188,193
70,7A,1,RESISTENCIA,0,1,1,4,6,6,26,3,0,2,64,76,1,4,1,0,0,188,193
71,7A,1,RESISTENCIA,0,1,1,3,12,2,24,2,5,6,80,58,2,8,1,0,0,194,203
72,7A,1,RESISTENCIA,0,1,1,6,8,2,27,3,3,3,64,80,0,9,0,0,0,196,205
73,7A,1,RESISTENCIA,0,1,1,4,12,3,17,3,1,4,67,96,1,7,0,0,0,208,215
74,7A,1,RESISTENCIA,0,1,1,5,6,3,32,5,3,1,73,69,1,7,0,0,0,198,205
75,7A,1,RESISTENCIA,0,1,1,7,5,4,11,1,5,6,58,72,1,9,0,0,0,170,179
76,7A,1,RESISTENCIA,0,1,1,8,7,5,21,1,0,5,65,78,1,6,0,0,0,191,197
77,7A,1,RESISTENCIA,0,1,1,3,2,2,27,2,4,4,63,95,0,7,0,0,0,202,209
78,7A,1,RESISTENCIA,0,1,1,5,8,3,11,1,6,0,52,94,0,6,0,0,0,180,186
1071,7A,1,RESISTENCIA,1,1,1,2,6,2,17,2,0,4,62,95,2,7,1,0,1,192,201
1072,7A,1,RESISTENCIA,1,1,1,6,5,3,17,4,0,0,60,87,2,13,1,0,0,184,198
1073,7A,1,RESISTENCIA,1,1,1,5,7,1,17,5,0,5,61,103,3,10,0,0,0,207,217
1074,7A,1,RESISTENCIA,1,1,1,3,5,1,12,6,2,1,64,102,5,8,2,0,0,201,211
1075,7A,1,RESISTENCIA,1,1,1,7,9,1,22,3,2,5,66,100,1,5,0,0,0,216,221
1076,7A,1,RESISTENCIA,1,1,1,3,7,3,24,3,2,2,79,75,2,5,0,0,0,200,205
1077,7A,1,RESISTENCIA,1,1,1,3,6,2,19,2,1,1,76,94,7,7,0,0,0,211,218
1078,7A,1,RESISTENCIA,1,1,1,6,7,2,17,3,1,2,68,68,1,11,1,0,0,175,187
1079,7A,1,RESISTENCIA,1,1,1,4,14,1,22,1,3,1,61,86,0,7,0,0,0,193,200
1080,7A,1,RESISTENCIA,1,1,1,2,12,1,17,1,0,2,52,101,1,10,0,0,0,189,199
1081,7A,1,RESISTENCIA,1,1,1,6,7,3,11,2,1,2,62,100,4,10,0,0,0,198,208
1082,7A,1,RESISTENCIA,1,1,1,8,6,1,24,0,5,0,56,87,1,5,0,0,0,188,193
1083,7A,1,RESISTENCIA,1,1,1,6,8,1,15,1,0,3,65,98,2,3,1,0,0,199,203
1084,7A,1,RESISTENCIA,1,1,1,3,7,0,22,1,5,2,73,70,4,3,0,0,0,187,190
1085,7A,1,RESISTENCIA,1,1,1,9,3,3,16,3,0,0,74,89,2,4,0,0,0,199,203
1086,7A,1,RESISTENCIA,1,1,1,5,10,1,13,1,1,1,79,66,0,5,1,0,0,177,183
1087,7A,1,RESISTENCIA,1,1,1,9,3,1,24,3,4,2,60,83,2,6,0,0,0,191,197
1088,7A,1,RESISTENCIA,1,1,1,5,6,0,15,2,4,2,57,77,3,5,0,0,0,171,176
1089,7A,1,RESISTENCIA,1,1,1,4,7,3,25,2,2,1,69,80,3,6,1,0,0,196,203
1090,7A,1,RESISTENCIA,1,1,1,0,11,1,10,2,1,1,29,40,1,2,0,0,0,96,98
79,7B,1,RESISTENCIA,0,0,1,2,5,6,28,0,1,0,61,64,3,3,3,0,0,170,176
80,7B,1,RESISTENCIA,0,0,1,3,15,3,27,1,1,6,65,64,8,7,7,0,0,193,207
