mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,P33,P41,P60,P71,P176,P179,P180,P191,P652.1,P652.2,P652.3,P652.4,P652.5,P652.6,P652.7,P652.8,P652.9,P652.10,P652.11,P653.1,P653.2,P653.3,P654,nulos,recurridos,blanco,impugnados,validos,totales,P652,P653
10,74,34,VILLA BERTHET,0,0,1,1,5,0,2,1,1,3,2,0,1,0,0,1,2,0,0,5,0,89,47,1,0,1,0,1,0,0,162,164,98,48
11,74,34,VILLA BERTHET,0,0,1,1,3,2,5,0,0,1,2,0,6,0,7,1,1,1,0,11,0,84,40,4,7,4,4,0,1,0,177,186,111,51
12,74,34,VILLA BERTHET,0,0,1,0,7,1,0,1,0,0,1,0,2,2,2,7,1,0,0,3,0,75,49,4,1,5,3,0,4,0,157,169,92,54
13,74,34,VILLA BERTHET,0,0,1,0,2,0,3,0,0,1,3,1,4,0,4,0,3,4,0,1,0,75,51,2,1,1,5,5,0,0,156,167,92,54
14,74,34,VILLA BERTHET,0,0,1,0,3,0,0,0,0,0,2,2,1,1,1,5,1,2,0,2,0,103,38,4,2,3,0,0,0,0,168,171,118,44
15,74,34,VILLA BERTHET,0,0,1,0,10,2,2,0,1,0,3,3,0,2,3,2,1,3,0,6,0,88,47,6,1,2,0,0,6,0,181,189,108,54
16,74,34,VILLA BERTHET,0,0,1,1,1,2,0,0,2,1,1,1,0,0,1,12,3,6,0,6,0,83,31,0,2,1,2,0,7,0,154,164,112,33
17,74,34,VILLA BERTHET,0,0,1,0,8,3,1,0,0,0,1,1,0,1,8,5,2,2,0,1,0,88,35,4,0,0,0,0,2,0,161,163,108,39
18,74,34,VILLA BERTHET,0,0,1,0,5,0,3,0,0,0,1,6,0,0,0,0,1,1,0,0,0,105,53,5,0,7,0,0,6,0,181,194,113,58
19,74,34,VILLA BERTHET,0,0,1,0,2,1,1,1,0,0,0,0,0,0,8,1,0,3,0,2,0,63,32,6,2,2,4,0,0,0,123,129,77,40
20,74,34,VILLA BERTHET,0,0,1,1,3,0,0,1,1,1,1,1,3,0,0,2,2,2,0,1,0,71,40,3,1,3,0,0,1,0,135,139,82,44
1001,73,34,VILLA BERTHET,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,38,10,0,0,1,0,0,1,0,51,53,39,10
1002,74,34,VILLA BERTHET,1,0,1,0,4,1,1,0,0,0,2,0,1,1,3,3,2,7,0,5,0,96,48,6,0,2,7,3,0,0,181,193,118,54
1003,74,34,VILLA BERTHET,1,0,1,3,5,0,0,0,2,1,0,2,12,0,1,1,2,0,0,9,0,105,37,2,0,2,5,0,6,0,183,196,132,39
1004,74,34,VILLA BERTHET,1,0,1,0,7,1,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,87,54,8,1,3,4,0,3,0,167,177,87,63
1005,74,34,VILLA BERTHET,1,0,1,0,5,0,1,0,1,0,0,0,3,0,2,1,0,2,0,8,0,100,60,6,0,3,4,4,0,0,190,201,116,66
1006,74,34,VILLA BERTHET,1,0,1,0,3,1,1,2,0,0,1,0,6,0,1,3,2,1,0,2,0,103,56,1,0,2,2,4,0,0,184,192,118,57
1007,74,34,VILLA BERTHET,1,0,1,0,2,1,1,0,1,0,0,4,6,0,0,8,3,1,0,3,0,92,36,6,0,4,3,0,9,0,165,181,117,42
1008,74,34,VILLA BERTHET,1,0,1,0,6,1,0,1,2,1,4,44,8,1,2,0,1,2,0,2,0,107,1,1,2,0,2,0,2,0,187,191,167,4
1009,74,34,VILLA BERTHET,1,0,1,0,0,0,1,0,0,3,2,0,1,2,4,3,0,2,1,5,0,106,41,4,2,1,3,0,3,0,178,185,124,47
1010,74,34,VILLA BERTHET,1,0,1,0,4,1,1,1,0,0,2,1,0,0,0,6,0,0,0,2,0,86,55,6,0,3,4,0,2,0,166,175,95,61
1011,74,34,VILLA BERTHET,1,0,1,1,0,3,0,1,0,0,0,0,3,1,2,11,2,1,0,1,0,106,50,5,0,2,3,0,2,0,188,195,127,55
1012,74,34,VILLA BERTHET,1,0,1,0,5,0,2,0,0,0,2,0,2,2,1,5,3,2,0,5,0,102,56,2,0,3,3,0,1,1,190,197,122,58
1013,74,34,VILLA BERTHET,1,0,1,1,4,3,1,1,1,1,1,0,0,0,0,4,0,1,0,4,0,99,49,5,1,1,3,0,2,0,177,183,108,55
1014,74,34,VILLA BERTHET,1,0,1,0,3,0,0,0,3,2,0,47,2,0,0,1,0,0,4,1,117,0,10,1,5,0,6,0,7,0,197,210,172,16
1015,74,34,VILLA BERTHET,1,0,1,0,2,0,0,0,0,3,3,1,0,1,3,2,5,0,0,6,0,90,61,8,3,3,3,0,4,1,189,199,108,72
1016,74,34,VILLA BERTHET,1,0,1,0,1,2,1,0,0,1,1,1,1,0,0,4,0,0,0,16,0,115,43,4,3,3,6,0,4,0,194,207,137,50
1017,74,34,VILLA BERTHET,1,0,1,3,7,2,1,0,0,1,1,2,0,1,0,3,0,1,0,3,0,117,45,2,0,3,5,5,0,0,190,203,127,47
1018,74,34,VILLA BERTHET,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,0,2,0,9,0,101,43,3,0,1,1,0,6,0,165,173,117,46
1019,74,34,VILLA BERTHET,1,0,1,1,1,4,0,1,0,0,0,0,1,2,4,2,1,1,0,4,0,78,35,3,0,2,0,0,1,0,139,142,93,38
21,75,35,SAMUHU,0,0,1,0,2,5,2,0,0,4,0,0,2,0,0,0,0,1,0,0,8,104,19,2,1,0,0,0,3,3,151,154,115,22
22,75,35,SAMUHU,0,0,1,1,1,0,2,1,0,6,0,1,3,0,0,4,0,1,0,2,9,126,19,3,0,0,0,0,7,0,180,187,146,22
23,75,35,SAMUHU,0,0,1,0,2,2,1,0,0,8,0,0,3,0,2,2,0,0,0,2,7,94,15,3,1,0,2,0,6,0,143,151,110,19
1020,75,35,SAMUHU,1,0,1,1,3,2,2,1,1,7,0,0,1,2,2,4,2,2,0,7,1,133,17,1,0,0,0,0,0,0,190,190,154,18
1021,75,35,SAMUHU,1,0,1,0,2,1,1,0,0,4,0,1,0,0,2,0,0,1,0,0,3,116,1,22,1,0,2,0,3,0,156,161,123,24
1022,75,35,SAMUHU,1,0,1,0,0,1,0,0,1,4,1,0,2,0,0,1,3,1,1,4,1,82,23,0,0,1,2,0,2,0,126,131,95,23
1,76,36,ENRIQUE URIEN,0,0,1,0,1,2,1,0,1,5,2,2,2,0,14,4,0,2,0,0,0,86,9,3,0,0,0,0,7,0,135,142,110,12
2,76,36,ENRIQUE URIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,76,36,ENRIQUE URIEN,1,0,1,0,0,0,1,0,1,0,3,1,4,0,9,3,1,2,0,0,0,94,14,1,1,2,0,0,4,0,136,142,114,16
1002,76,36,ENRIQUE URIEN,1,0,1,2,4,0,0,0,0,0,4,2,0,0,14,6,2,0,0,3,0,85,14,1,0,1,0,0,2,0,138,141,112,15
3,77,37,VILLA ANGELA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4,77,37,VILLA ANGELA,0,0,1,3,15,0,4,2,0,5,4,3,7,1,1,2,2,0,0,3,0,65,27,8,0,2,0,0,11,0,153,166,84,35
5,77,37,VILLA ANGELA,0,0,1,0,19,3,5,2,2,6,1,2,4,2,3,0,1,6,0,1,0,47,17,10,0,4,0,0,10,0,132,146,66,27
6,77,37,VILLA ANGELA,0,0,1,1,12,1,8,3,2,6,2,2,8,1,1,2,6,0,0,1,0,70,24,4,0,5,8,0,2,0,155,170,91,28
7,77,37,VILLA ANGELA,0,0,1,0,7,6,7,0,6,7,0,0,5,0,5,4,1,0,0,0,0,58,28,11,5,2,0,0,13,0,151,166,73,44
8,77,37,VILLA ANGELA,0,0,1,0,12,5,5,5,1,3,2,1,10,0,0,0,1,0,0,2,0,73,31,2,4,5,0,0,8,0,158,171,87,37
9,77,37,VILLA ANGELA,0,0,1,2,15,2,3,1,6,5,2,1,4,4,3,4,2,2,0,5,0,61,30,6,4,1,15,0,8,0,163,187,86,40
10,77,37,VILLA ANGELA,0,0,1,4,14,2,5,2,4,3,3,0,6,0,0,1,4,2,0,4,1,75,48,7,2,1,0,0,14,0,188,203,93,57
11,77,37,VILLA ANGELA,0,0,1,3,14,5,4,2,2,7,4,0,5,0,1,5,1,5,0,11,76,0,30,7,3,3,0,0,8,0,186,197,104,40
12,77,37,VILLA ANGELA,0,0,1,0,26,1,6,3,1,4,0,0,0,0,0,0,0,0,0,0,0,72,50,8,2,1,0,0,8,0,174,183,72,60
13,78,37,VILLA ANGELA,0,0,1,1,8,4,9,1,1,5,1,0,5,2,3,1,1,1,0,7,0,63,26,3,1,0,0,0,5,0,144,149,83,30
14,78,37,VILLA ANGELA,0,0,1,3,11,1,7,0,2,7,4,3,5,4,4,4,0,2,0,1,0,61,33,13,1,2,0,0,14,0,167,183,84,47
15,78,37,VILLA ANGELA,0,0,1,1,9,2,6,1,4,1,1,4,7,0,2,1,0,1,0,7,0,54,45,11,0,2,0,0,12,0,158,172,76,56
16,78,37,VILLA ANGELA,0,0,1,0,6,0,4,2,2,6,0,1,2,0,1,1,0,2,0,2,0,58,60,8,6,6,0,0,11,0,162,179,67,74
17,78,37,VILLA ANGELA,0,0,1,0,8,5,8,1,3,7,1,1,2,0,0,4,0,1,0,0,0,53,57,4,4,1,6,0,3,0,160,170,61,65
18,78,37,VILLA ANGELA,0,0,1,1,13,6,5,1,1,8,0,0,3,2,0,0,0,1,0,1,0,52,42,14,1,2,0,0,13,0,152,167,59,57
19,78,37,VILLA ANGELA,0,0,1,0,8,3,4,0,2,7,2,2,6,1,0,1,0,1,0,1,2,45,41,5,2,3,0,0,15,0,134,152,59,48
20,78,37,VILLA ANGELA,0,0,1,1,6,5,4,1,0,4,1,0,3,0,2,1,1,2,0,0,0,56,37,9,3,5,0,0,12,0,137,154,65,49
21,78,37,VILLA ANGELA,0,0,1,3,9,2,2,1,2,8,2,1,4,3,1,2,0,3,0,2,0,62,42,7,1,0,0,0,8,0,158,166,78,50
22,78,37,VILLA ANGELA,0,0,1,1,7,3,4,0,1,7,2,1,10,1,0,4,0,1,0,1,0,53,35,7,2,2,0,0,6,0,141,149,71,44
23,78,37,VILLA ANGELA,0,1,1,0,9,3,9,3,0,4,1,1,2,2,5,3,2,4,4,4,5,44,19,7,5,5,1,0,18,0,137,161,76,31
24,78,37,VILLA ANGELA,0,1,1,1,7,3,5,3,2,6,2,2,6,1,4,2,0,0,5,7,5,28,45,4,8,2,7,0,18,0,147,174,60,57
25,78,37,VILLA ANGELA,0,1,1,2,4,5,3,4,3,3,5,1,2,3,0,2,2,1,1,6,1,35,45,12,5,5,1,0,16,0,146,168,54,62
26,78,37,VILLA ANGELA,0,1,1,2,2,3,8,1,3,1,1,0,6,0,2,1,4,1,3,5,5,32,45,3,9,2,1,0,18,0,138,159,59,57
27,78,37,VILLA ANGELA,0,1,1,2,5,1,9,0,2,4,3,3,6,4,1,2,7,5,1,6,9,41,37,5,1,6,0,0,11,0,155,172,85,43
28,78,37,VILLA ANGELA,0,1,1,0,9,7,9,1,5,3,2,3,4,3,5,2,2,3,4,5,7,28,26,10,4,1,3,0,10,0,143,157,66,40
29,78,37,VILLA ANGELA,0,1,1,2,5,4,8,0,3,9,2,3,6,1,3,2,7,4,2,6,6,41,37,6,5,4,1,0,16,0,163,184,81,48
30,78,37,VILLA ANGELA,0,1,1,1,5,5,13,3,8,4,4,4,4,0,1,1,1,4,1,3,7,44,29,7,8,2,2,0,20,0,158,182,70,44
31,78,37,VILLA ANGELA,0,1,1,1,12,4,10,2,7,4,4,1,5,3,3,1,3,3,4,6,5,27,29,5,4,2,0,0,15,0,144,161,61,38
32,78,37,VILLA ANGELA,0,1,1,2,5,6,11,0,7,1,3,2,4,1,3,4,4,1,1,4,3,36,36,5,5,2,1,0,23,0,145,171,63,46
33,78,37,VILLA ANGELA,0,1,1,3,4,3,14,4,7,1,4,1,4,5,1,2,4,2,3,5,9,42,40,5,4,1,1,0,13,0,168,183,78,49
34,78,37,VILLA ANGELA,0,1,1,2,7,5,14,2,5,5,6,2,6,1,2,5,0,5,1,1,5,42,29,3,2,1,0,0,25,0,151,177,70,34
35,78,37,VILLA ANGELA,0,1,1,3,10,4,9,4,1,12,8,1,5,3,3,5,9,3,3,6,7,42,24,3,3,5,2,0,17,0,169,193,87,30
36,78,37,VILLA ANGELA,0,1,1,0,5,7,7,2,4,0,5,4,8,2,1,2,1,2,1,3,8,38,34,5,4,2,0,0,9,0,144,155,70,43
37,78,37,VILLA ANGELA,0,1,1,5,7,5,10,2,2,5,4,3,3,5,2,2,5,0,3,4,3,42,47,13,9,3,0,0,15,0,182,200,72,69
38,78,37,VILLA ANGELA,0,1,1,3,8,13,10,0,2,5,7,1,7,1,1,4,2,4,4,3,8,54,34,7,3,3,0,0,11,0,182,196,89,44
39,78,37,VILLA ANGELA,0,1,1,1,6,5,15,2,2,3,2,2,3,1,0,2,2,6,3,6,3,23,57,16,6,1,0,0,16,0,167,184,51,79
40,79,37,VILLA ANGELA,0,0,1,0,12,1,3,3,1,2,3,2,7,2,0,11,1,3,0,3,0,81,26,1,1,1,8,0,8,0,164,181,110,28
41,79,37,VILLA ANGELA,0,0,1,6,11,1,6,0,6,6,4,0,8,2,0,2,0,3,0,2,2,74,27,5,3,2,8,0,5,1,169,184,93,35
42,79,37,VILLA ANGELA,0,0,1,1,16,6,6,2,1,5,3,29,7,2,0,1,3,0,0,3,0,68,6,2,0,0,6,0,5,0,162,173,113,8
43,79,37,VILLA ANGELA,0,0,1,1,16,1,8,0,1,5,3,1,6,1,1,9,0,1,0,3,0,56,36,7,1,2,0,0,11,0,158,171,78,44
44,79,37,VILLA ANGELA,0,0,1,4,18,5,7,0,2,13,4,0,7,4,3,11,0,1,0,4,1,69,21,13,3,1,5,0,8,0,191,205,100,37
45,79,37,VILLA ANGELA,0,0,1,0,5,3,4,0,0,3,3,6,5,3,0,2,2,0,1,2,0,69,41,3,2,1,8,0,2,0,155,166,90,46
46,79,37,VILLA ANGELA,0,0,1,2,2,7,5,0,5,6,5,1,14,0,2,1,2,0,0,5,0,68,27,5,0,3,8,0,8,0,158,177,93,32
47,79,37,VILLA ANGELA,0,0,1,0,9,0,6,1,3,10,5,0,8,0,0,0,0,7,0,4,0,77,38,7,3,2,6,0,2,0,179,189,96,48
48,79,37,VILLA ANGELA,0,0,1,1,12,5,0,5,2,7,4,3,8,8,0,0,2,4,0,10,0,55,30,7,2,2,2,0,8,0,166,178,90,39
49,79,37,VILLA ANGELA,0,0,1,0,1,3,5,2,2,7,5,1,3,0,1,9,2,1,0,0,0,56,34,12,1,1,0,0,12,0,146,159,73,47
50,79,37,VILLA ANGELA,0,0,1,0,15,2,3,3,1,11,2,0,10,1,3,1,0,2,0,1,0,65,34,4,1,2,0,0,16,0,160,178,83,39
51,79,37,VILLA ANGELA,0,0,1,1,11,2,2,2,1,6,3,4,9,1,1,3,0,1,0,5,2,84,25,4,3,2,0,0,12,0,171,185,110,32
52,79,37,VILLA ANGELA,0,0,1,2,9,2,7,0,3,13,3,0,3,4,3,5,1,5,0,4,0,69,27,5,3,5,6,0,6,0,169,186,94,35
53,79,37,VILLA ANGELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,79,37,VILLA ANGELA,0,0,1,0,11,1,4,0,7,9,2,2,7,3,0,4,2,1,0,2,2,73,17,6,0,1,7,0,6,0,154,168,96,23
55,79,37,VILLA ANGELA,0,0,1,1,14,5,6,2,0,10,9,0,5,0,0,5,2,1,0,4,0,47,29,6,3,0,0,0,10,0,150,160,64,38
56,79,37,VILLA ANGELA,0,0,1,1,7,4,0,0,2,4,6,3,8,2,0,2,5,1,0,3,8,77,17,5,1,1,7,0,2,0,157,167,109,23
57,79,37,VILLA ANGELA,0,0,1,0,10,1,5,0,1,6,1,1,3,1,2,1,2,1,0,12,10,90,18,3,4,1,8,0,9,0,173,191,123,25
58,79,37,VILLA ANGELA,0,0,1,1,7,4,0,0,2,4,6,3,8,2,0,2,5,1,0,3,8,77,17,5,1,1,7,0,2,0,157,167,109,23
59,79,37,VILLA ANGELA,0,0,1,0,10,0,5,2,1,5,5,0,2,3,2,0,1,0,0,4,6,66,29,3,3,0,0,0,12,0,148,160,84,35
60,79,37,VILLA ANGELA,0,0,1,1,3,3,4,1,0,3,4,0,8,5,3,0,3,6,0,1,0,71,29,5,3,0,7,0,3,0,154,164,97,37
61,79,37,VILLA ANGELA,0,0,1,0,5,4,3,1,1,2,1,2,5,0,0,1,2,1,0,7,3,42,27,3,0,2,0,0,3,3,111,116,63,30
77,81,37,VILLA ANGELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,82,37,VILLA ANGELA,0,0,1,1,14,1,3,1,3,4,2,0,0,1,0,3,1,0,0,5,0,34,22,5,1,0,3,0,0,0,102,105,44,28
79,82,37,VILLA ANGELA,0,0,1,1,5,0,4,0,4,3,3,2,3,4,1,7,1,0,0,2,0,20,25,2,1,0,0,0,10,0,89,99,40,28
1003,77,37,VILLA ANGELA,1,0,1,2,20,0,9,0,5,9,2,0,5,0,0,0,1,0,0,0,0,86,38,4,1,0,0,0,13,0,183,196,92,43
1004,77,37,VILLA ANGELA,1,0,1,4,41,1,3,0,0,8,2,0,14,2,0,2,0,2,0,6,0,82,23,9,2,0,0,0,7,0,202,209,108,34
1005,77,37,VILLA ANGELA,1,0,1,2,22,0,1,0,1,8,3,0,5,1,0,0,0,1,0,0,0,85,40,7,4,1,2,0,7,0,181,191,92,51
1006,77,37,VILLA ANGELA,1,0,1,0,16,0,14,0,0,10,2,0,0,0,0,0,0,1,0,0,0,107,30,14,0,0,0,0,0,0,195,195,108,44
1007,77,37,VILLA ANGELA,1,0,1,0,8,0,2,1,6,4,1,0,7,0,0,7,0,1,0,0,0,78,47,6,3,3,8,0,2,0,172,185,93,56
1008,77,37,VILLA ANGELA,1,0,1,2,13,1,3,0,0,3,1,2,3,0,0,9,3,8,0,4,0,71,42,7,2,2,0,0,13,0,175,190,100,51
1009,77,37,VILLA ANGELA,1,0,1,3,18,2,2,0,1,7,3,6,8,3,6,0,4,4,0,2,0,70,25,12,5,2,0,0,10,0,182,194,103,42
1010,77,37,VILLA ANGELA,1,0,1,2,23,2,2,0,1,3,6,0,6,0,0,0,0,4,0,4,0,86,29,6,5,7,0,0,4,0,180,191,100,40
1011,77,37,VILLA ANGELA,1,0,1,1,19,1,1,0,1,3,4,3,7,2,3,8,1,1,0,7,0,75,39,8,2,0,0,0,13,0,187,200,107,49
1012,77,37,VILLA ANGELA,1,0,1,1,13,1,7,2,0,0,3,0,3,1,0,6,0,0,0,2,0,73,23,5,2,1,0,0,10,0,143,154,85,30
1013,77,37,VILLA ANGELA,1,0,1,4,8,0,6,0,1,2,1,1,3,0,0,1,0,0,0,0,0,88,32,3,1,3,0,0,8,0,152,163,93,36
1014,78,37,VILLA ANGELA,1,0,1,2,11,2,12,1,0,8,1,2,6,1,0,4,0,0,0,1,0,73,52,10,2,2,0,0,9,0,189,200,87,64
1015,78,37,VILLA ANGELA,1,0,1,0,7,3,3,1,3,7,3,1,1,1,0,4,4,1,0,2,0,62,47,7,1,2,11,0,6,0,159,178,76,55
1016,78,37,VILLA ANGELA,1,0,1,0,10,0,6,1,1,7,2,0,1,3,1,3,3,1,0,2,0,70,48,10,3,1,12,0,1,0,173,187,84,61
1017,78,37,VILLA ANGELA,1,0,1,2,5,2,5,1,1,4,3,2,7,1,2,0,0,1,0,3,0,80,48,9,5,2,0,0,12,0,182,196,96,62
1018,78,37,VILLA ANGELA,1,0,1,2,10,2,8,1,4,10,0,0,4,1,4,3,1,0,0,2,0,70,44,10,2,2,11,0,2,0,179,194,85,56
1019,78,37,VILLA ANGELA,1,0,1,2,20,1,8,1,4,6,0,2,2,3,2,2,0,2,0,3,0,64,48,10,5,3,0,0,9,0,186,198,80,63
1020,78,37,VILLA ANGELA,1,0,1,0,8,2,2,1,1,7,1,1,8,1,0,4,2,4,0,0,1,66,46,8,4,2,3,0,3,0,168,176,87,58
1021,78,37,VILLA ANGELA,1,0,1,0,11,3,7,0,1,8,0,0,4,1,0,1,2,1,0,0,0,63,46,11,2,2,0,0,4,0,162,168,72,59
1022,78,37,VILLA ANGELA,1,0,1,2,15,2,4,2,3,10,2,1,4,2,1,5,1,0,0,0,0,84,31,6,0,5,0,0,14,0,176,195,98,37
1023,78,37,VILLA ANGELA,1,0,1,1,13,3,6,1,1,3,3,1,5,1,4,2,0,1,0,6,0,65,44,6,0,5,0,0,8,0,167,180,85,50
1024,78,37,VILLA ANGELA,1,0,1,1,5,0,5,0,2,7,2,6,3,3,0,4,1,3,0,3,0,61,45,9,2,2,0,0,8,0,163,173,84,56
1025,78,37,VILLA ANGELA,1,0,1,2,8,0,13,2,4,5,0,50,3,1,1,2,0,1,0,1,0,67,50,7,4,4,8,0,5,0,222,239,126,61
1026,78,37,VILLA ANGELA,1,0,1,0,3,4,4,0,2,3,3,1,3,0,0,1,0,0,2,4,0,69,65,9,5,1,5,0,6,0,179,191,80,79
1027,78,37,VILLA ANGELA,1,1,1,2,5,3,5,1,2,2,1,5,3,0,2,1,2,4,1,0,3,35,43,13,10,5,0,0,19,0,144,168,56,66
1028,78,37,VILLA ANGELA,1,1,1,1,3,2,10,1,3,4,3,1,5,3,2,6,2,3,2,3,8,42,46,11,4,2,0,0,15,0,166,183,77,61
1029,78,37,VILLA ANGELA,1,1,1,1,5,2,17,1,3,9,5,4,2,1,3,2,3,4,1,5,6,35,22,10,3,5,2,0,10,0,145,162,66,35
1030,78,37,VILLA ANGELA,1,1,1,2,3,3,10,2,2,3,8,4,10,4,3,2,5,3,3,7,9,43,30,7,3,0,2,0,13,0,167,182,93,40
1031,78,37,VILLA ANGELA,1,1,1,2,3,4,10,1,4,4,3,0,4,2,3,3,2,1,7,3,3,33,53,14,7,0,1,0,15,0,167,183,61,74
1032,78,37,VILLA ANGELA,1,1,1,1,15,6,3,3,3,4,6,4,4,4,1,5,7,7,4,6,9,55,31,3,3,1,0,0,5,0,185,191,106,37
1033,78,37,VILLA ANGELA,1,1,1,3,6,3,7,0,0,1,5,0,3,4,1,5,5,5,3,4,5,65,40,12,2,3,0,0,9,0,180,192,100,54
1034,78,37,VILLA ANGELA,1,1,1,0,9,4,12,5,3,5,6,2,8,0,2,0,5,1,3,6,4,46,55,8,3,2,0,0,11,0,188,201,77,66
1035,78,37,VILLA ANGELA,1,1,1,2,8,6,10,2,8,3,2,3,7,0,3,1,4,3,2,6,7,38,36,15,4,2,0,0,13,0,171,186,74,55
1036,78,37,VILLA ANGELA,1,1,1,4,11,2,6,4,2,2,7,0,2,2,3,5,4,4,3,6,8,50,45,8,7,2,0,0,20,0,186,208,87,60
1037,78,37,VILLA ANGELA,1,1,1,2,8,2,13,0,3,3,4,3,3,3,2,3,3,4,1,6,2,59,37,3,6,2,0,0,16,0,171,189,89,46
1038,78,37,VILLA ANGELA,1,1,1,3,6,1,6,1,2,7,1,2,2,0,1,0,5,3,3,3,3,81,37,4,4,3,0,0,17,0,176,196,103,45
1039,78,37,VILLA ANGELA,1,1,1,0,5,3,10,1,1,2,3,3,2,0,2,2,7,4,0,2,6,60,38,9,7,2,4,0,9,0,168,183,88,54
1040,78,37,VILLA ANGELA,1,1,1,0,7,4,12,4,0,5,5,0,2,2,1,7,2,4,2,1,4,49,55,13,4,2,1,0,10,0,184,197,74,72
1041,78,37,VILLA ANGELA,1,1,1,2,5,3,11,5,7,7,7,1,4,0,1,4,1,3,1,4,6,40,41,4,3,1,0,0,13,0,161,175,65,48
1042,78,37,VILLA ANGELA,1,1,1,1,6,5,8,1,3,9,4,4,6,2,1,3,1,6,2,4,7,46,27,14,6,1,1,0,15,0,167,184,82,47
1043,78,37,VILLA ANGELA,1,1,1,1,4,0,4,2,3,5,6,0,3,1,2,2,3,2,1,4,2,31,49,10,6,1,0,0,7,0,142,150,51,65
1044,79,37,VILLA ANGELA,1,0,1,1,15,0,4,2,1,2,2,0,0,5,0,5,7,3,0,5,3,87,26,7,3,5,0,0,11,0,179,195,115,36
1045,79,37,VILLA ANGELA,1,0,1,0,8,2,6,1,0,7,2,3,1,3,3,3,2,3,0,2,12,73,30,8,1,1,14,0,2,0,171,188,105,39
1046,79,37,VILLA ANGELA,1,0,1,0,15,0,6,1,0,11,0,4,7,4,2,12,0,5,0,4,3,60,39,8,4,1,9,0,6,0,186,202,101,51
1047,79,37,VILLA ANGELA,1,0,1,1,11,1,5,1,3,4,3,5,2,4,1,0,0,3,0,7,7,62,31,7,2,5,10,0,2,0,161,178,91,40
1048,79,37,VILLA ANGELA,1,0,1,4,14,1,2,0,1,6,4,1,9,2,2,6,2,1,0,3,5,76,36,9,2,3,6,0,3,0,187,199,107,47
1049,79,37,VILLA ANGELA,1,0,1,1,12,2,1,0,3,5,7,1,8,5,1,11,1,2,0,4,3,67,33,3,3,4,7,0,0,0,174,185,103,39
1050,79,37,VILLA ANGELA,1,0,1,0,17,4,5,1,3,9,0,1,5,0,0,5,2,0,0,3,3,63,30,4,3,3,0,5,20,0,159,187,82,37
1051,79,37,VILLA ANGELA,1,0,1,1,15,2,5,0,1,11,0,33,2,0,0,2,1,6,0,1,3,85,4,3,3,0,0,5,17,0,179,201,133,10
1052,79,37,VILLA ANGELA,1,0,1,2,15,1,2,1,5,7,2,0,6,3,1,7,1,9,0,3,6,89,22,10,1,3,16,7,3,0,194,223,125,33
1053,79,37,VILLA ANGELA,1,0,1,2,13,2,4,0,2,9,8,1,9,1,0,0,2,2,0,6,2,67,40,3,4,4,4,0,6,0,178,192,90,47
1054,79,37,VILLA ANGELA,1,0,1,1,11,1,4,1,7,7,3,2,4,3,0,5,1,0,0,2,10,83,50,12,3,0,0,0,10,0,211,221,110,65
1055,79,37,VILLA ANGELA,1,0,1,1,19,1,4,2,1,3,1,3,10,5,1,3,3,1,0,1,3,77,30,6,0,0,17,0,0,0,176,193,107,36
1056,79,37,VILLA ANGELA,1,0,1,1,16,2,6,2,5,9,2,2,2,1,0,8,2,0,0,6,10,69,32,5,3,1,0,0,10,0,184,195,100,40
1057,79,37,VILLA ANGELA,1,0,1,4,15,0,4,0,4,8,4,4,7,0,1,0,1,4,0,3,9,82,37,6,0,2,0,0,6,0,194,202,111,43
1058,79,37,VILLA ANGELA,1,0,1,1,24,4,5,4,2,4,0,2,8,2,0,2,3,2,0,4,6,84,25,7,0,3,5,3,0,3,190,201,113,32
1059,79,37,VILLA ANGELA,1,0,1,1,14,2,3,0,1,9,5,0,9,2,0,5,1,1,0,7,0,79,42,9,2,2,0,0,11,0,193,206,104,53
1060,79,37,VILLA ANGELA,1,0,1,2,9,4,5,0,3,7,1,0,6,0,0,3,0,2,0,5,0,72,41,4,2,0,0,0,14,0,167,181,88,47
1061,79,37,VILLA ANGELA,1,0,1,1,27,1,1,1,4,4,3,1,1,5,4,10,12,2,0,4,0,75,30,3,1,1,0,0,0,0,191,192,114,34
1062,79,37,VILLA ANGELA,1,0,1,1,12,1,5,0,2,4,1,0,0,2,5,3,1,1,0,3,2,92,34,4,1,1,8,0,5,0,175,189,109,39
1063,79,37,VILLA ANGELA,1,0,1,2,14,2,2,1,0,8,3,5,7,5,1,13,1,3,0,3,1,84,25,6,5,3,0,0,15,0,192,210,123,36
