mesa,circuito,municipio,municipio_nombre,femenina,electronica,cargada,P33,P41,P60,P71,P176,P179,P180,P191,P652.1,P652.2,P652.3,P652.4,P652.5,P652.6,P652.7,P652.8,P652.9,P652.10,P652.11,P653.1,P653.2,P653.3,P654,nulos,recurridos,blanco,impugnados,validos,totales,P652,P653
1064,79,37,VILLA ANGELA,1,0,1,2,6,2,4,0,1,7,1,3,8,1,1,5,1,2,0,1,0,66,43,4,6,9,15,0,1,0,165,190,88,53
1065,79,37,VILLA ANGELA,1,0,1,2,17,4,2,1,1,4,2,5,9,2,2,7,2,0,0,5,2,86,27,10,6,6,0,0,8,0,197,211,120,43
1066,79,37,VILLA ANGELA,1,0,1,0,6,0,1,0,2,6,0,2,7,0,1,8,1,1,0,3,0,40,35,5,1,1,0,0,12,0,120,133,63,41
1082,81,37,VILLA ANGELA,1,0,1,0,1,0,2,0,0,0,0,0,1,2,1,2,0,0,0,1,0,14,18,3,1,0,0,0,4,0,47,51,21,22
1083,82,37,VILLA ANGELA,1,0,1,0,15,2,5,4,0,5,2,1,5,1,1,9,3,0,0,3,0,62,49,15,4,0,0,0,15,0,187,202,85,68
62,80,38,CORONEL DU GRATY,0,0,1,2,6,4,2,0,0,0,1,7,2,1,2,8,0,2,0,0,0,61,59,3,4,1,0,0,7,0,165,173,83,66
63,80,38,CORONEL DU GRATY,0,0,1,0,3,1,1,1,0,1,3,2,1,1,0,9,1,2,0,1,0,52,83,4,3,2,0,0,5,0,170,177,69,90
64,80,38,CORONEL DU GRATY,0,0,1,0,6,2,0,0,1,0,6,1,2,0,1,10,1,4,0,6,0,82,60,2,1,0,0,0,6,0,186,192,107,63
65,80,38,CORONEL DU GRATY,0,0,1,1,0,1,4,1,1,3,4,0,2,2,1,3,2,0,0,3,0,87,62,2,4,0,0,0,7,0,184,191,100,68
66,80,38,CORONEL DU GRATY,0,0,1,0,6,0,0,0,0,0,5,0,1,1,0,2,5,1,0,2,0,79,51,0,1,1,0,0,8,0,155,164,91,52
67,80,38,CORONEL DU GRATY,0,0,1,1,2,2,2,1,0,0,9,0,3,0,1,8,0,3,0,3,0,53,60,2,3,2,4,0,0,0,154,160,71,65
68,80,38,CORONEL DU GRATY,0,0,1,0,2,0,2,1,0,4,4,0,1,0,2,0,0,0,0,0,0,47,117,7,3,1,0,0,2,0,191,194,50,127
69,80,38,CORONEL DU GRATY,0,0,1,0,0,0,1,2,2,2,2,2,4,0,1,5,0,1,0,4,0,57,84,4,2,3,0,0,6,0,174,183,74,90
70,80,38,CORONEL DU GRATY,0,0,1,0,0,1,2,0,0,0,3,2,3,4,1,5,0,0,0,1,0,58,75,2,1,1,0,0,9,0,159,169,74,78
71,80,38,CORONEL DU GRATY,0,0,1,0,3,0,1,0,2,2,0,3,1,1,1,2,0,2,0,5,0,54,63,2,3,0,0,0,12,0,146,158,69,68
72,80,38,CORONEL DU GRATY,0,0,1,0,3,1,1,0,0,0,6,2,6,0,0,3,2,4,0,4,0,71,60,0,1,0,0,0,3,0,165,168,92,61
73,80,38,CORONEL DU GRATY,0,0,1,1,0,0,3,0,2,1,5,2,4,2,1,1,0,1,0,2,0,82,44,0,1,1,0,0,8,0,153,162,95,45
74,80,38,CORONEL DU GRATY,0,0,1,1,0,0,4,0,0,0,4,2,3,0,0,2,2,0,0,2,0,52,105,1,1,0,0,0,8,0,180,188,63,107
75,80,38,CORONEL DU GRATY,0,0,1,1,4,2,1,0,0,1,4,2,6,0,2,3,1,2,0,1,0,60,84,2,0,0,0,0,9,0,177,186,77,86
76,80,38,CORONEL DU GRATY,0,0,1,0,1,0,1,0,0,1,2,0,3,0,2,1,0,0,0,16,0,62,100,5,1,0,0,0,6,0,196,202,84,106
1067,80,38,CORONEL DU GRATY,1,0,1,1,0,4,0,0,0,1,3,8,1,2,2,6,5,2,0,2,0,90,72,7,3,1,0,0,9,0,210,220,118,82
1068,80,38,CORONEL DU GRATY,1,0,1,2,2,1,0,1,1,0,2,0,5,1,1,5,1,1,0,4,0,89,95,4,1,1,0,0,6,0,217,224,107,100
1069,80,38,CORONEL DU GRATY,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,6,0,0,0,0,0,115,66,2,3,0,0,0,12,0,199,211,123,71
1070,80,38,CORONEL DU GRATY,1,0,1,0,1,1,4,2,1,1,4,4,2,2,6,7,0,0,0,0,1,109,67,0,2,1,0,0,8,0,215,224,131,69
1071,80,38,CORONEL DU GRATY,1,0,1,0,0,0,1,0,1,0,3,4,0,0,0,9,2,0,0,2,0,86,77,1,2,0,0,0,2,0,189,191,103,80
1072,80,38,CORONEL DU GRATY,1,0,1,1,1,0,3,1,1,1,5,0,1,2,1,7,2,2,0,0,0,99,83,6,0,0,4,0,4,0,217,225,114,89
1073,80,38,CORONEL DU GRATY,1,0,1,3,1,0,3,0,0,1,3,1,2,0,0,1,0,1,0,0,0,54,134,4,1,0,0,0,2,0,210,212,59,139
1074,80,38,CORONEL DU GRATY,1,0,1,0,2,2,1,0,0,0,0,10,1,1,0,1,2,3,0,1,0,103,63,2,2,0,6,0,0,0,195,201,122,67
1075,80,38,CORONEL DU GRATY,1,0,1,2,4,0,3,0,1,1,3,1,0,1,0,1,1,0,0,4,0,85,82,4,1,1,0,0,4,0,195,200,93,87
1076,80,38,CORONEL DU GRATY,1,0,1,0,1,1,2,0,1,0,3,0,6,0,1,0,0,0,0,3,0,99,73,1,0,0,0,0,5,0,192,197,109,74
1077,80,38,CORONEL DU GRATY,1,0,1,0,0,1,2,0,0,1,3,0,2,1,5,1,0,3,0,1,0,103,79,1,2,2,0,0,0,0,206,208,116,82
1078,80,38,CORONEL DU GRATY,1,0,1,0,0,2,2,0,1,2,7,4,2,0,1,9,1,0,0,4,0,87,77,2,0,1,0,0,3,0,202,206,108,79
1079,80,38,CORONEL DU GRATY,1,0,1,2,4,0,3,0,1,1,3,1,0,1,0,1,1,0,0,4,0,85,82,4,1,1,0,0,4,0,195,200,93,87
1080,80,38,CORONEL DU GRATY,1,0,1,1,1,0,1,0,0,0,3,78,2,1,0,4,1,0,0,0,0,66,4,2,0,0,0,0,6,0,165,171,152,6
1081,80,38,CORONEL DU GRATY,1,0,1,1,2,0,2,2,0,0,0,0,4,1,1,5,0,0,0,2,0,56,87,1,0,2,0,0,5,0,165,172,69,88
1,83,39,SAN BERNARDO,0,0,1,0,1,2,0,1,1,0,1,0,2,2,1,2,1,2,0,1,0,39,6,13,4,0,0,0,2,0,80,82,50,23
2,84,39,SAN BERNARDO,0,0,1,0,4,0,0,2,1,1,1,0,2,0,0,0,0,3,0,4,0,103,8,47,1,1,0,0,6,0,178,185,112,56
3,84,39,SAN BERNARDO,0,0,1,1,13,2,3,1,3,0,2,0,10,1,5,4,2,10,0,0,3,30,43,1,2,2,1,0,9,0,137,149,65,46
4,84,39,SAN BERNARDO,0,0,1,1,2,1,2,0,1,2,0,5,5,0,0,2,2,0,0,1,0,105,8,50,0,0,0,0,3,0,188,191,120,58
5,84,39,SAN BERNARDO,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,2,0,0,0,0,0,95,9,38,2,1,0,0,11,0,153,165,97,49
6,84,39,SAN BERNARDO,0,0,1,0,8,1,1,1,0,4,5,1,9,0,4,2,2,1,0,3,13,54,32,4,2,3,4,0,2,0,148,157,89,38
7,84,39,SAN BERNARDO,0,0,1,0,16,2,2,1,1,1,3,0,5,1,3,1,1,3,0,3,18,38,34,1,0,0,2,0,5,0,135,142,73,35
8,84,39,SAN BERNARDO,0,0,1,0,3,2,0,0,1,0,0,3,4,2,2,2,0,1,0,2,0,71,26,66,1,1,0,0,8,0,187,196,87,93
9,84,39,SAN BERNARDO,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,7,28,1,0,0,0,12,0,149,161,110,36
10,84,39,SAN BERNARDO,0,0,1,0,8,2,6,0,1,1,9,0,7,0,4,7,1,6,0,2,8,44,33,5,3,0,0,0,6,0,148,154,79,41
11,84,39,SAN BERNARDO,0,0,1,0,16,3,3,0,0,0,2,2,8,4,5,4,2,2,0,2,5,38,42,5,5,4,2,0,6,0,149,161,72,52
12,84,39,SAN BERNARDO,0,0,1,0,4,2,2,0,1,0,0,0,0,1,0,0,3,0,0,0,0,65,13,60,0,0,5,0,0,0,152,157,69,73
13,84,39,SAN BERNARDO,0,0,1,0,9,3,1,1,3,1,6,3,0,2,2,4,2,3,0,0,12,42,35,4,2,4,1,2,6,0,136,149,70,41
14,84,39,SAN BERNARDO,0,0,1,1,18,2,7,0,0,0,2,0,3,0,5,0,1,2,0,2,4,37,48,5,2,1,4,0,8,0,140,153,54,55
15,84,39,SAN BERNARDO,0,0,1,0,15,1,0,0,2,0,4,0,5,1,4,1,2,2,0,2,4,44,39,2,2,4,0,0,5,0,131,140,65,43
1001,83,39,SAN BERNARDO,1,0,1,0,4,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0,53,6,11,2,0,0,0,2,0,84,86,60,19
1002,84,39,SAN BERNARDO,1,0,1,0,3,0,1,0,4,0,0,0,4,0,0,0,0,4,0,8,0,110,15,54,1,1,7,0,4,0,205,217,126,70
1003,84,39,SAN BERNARDO,1,0,1,0,0,0,2,0,1,0,1,0,3,4,0,1,0,0,0,2,0,111,20,62,0,0,2,0,3,0,208,213,121,82
1004,84,39,SAN BERNARDO,1,0,1,1,3,0,2,3,2,1,0,0,1,0,1,0,2,2,0,1,0,105,16,56,0,2,1,0,4,0,197,204,112,72
1005,84,39,SAN BERNARDO,1,0,1,2,0,0,2,0,1,1,0,0,1,3,2,4,2,4,0,2,0,107,15,55,2,0,4,0,5,0,204,213,125,72
1006,84,39,SAN BERNARDO,1,0,1,0,1,1,1,0,0,0,0,0,2,1,1,1,1,4,0,1,0,119,11,58,2,0,2,1,0,0,205,208,130,71
1007,84,39,SAN BERNARDO,1,0,1,0,0,1,0,0,0,0,1,1,1,3,3,3,2,0,0,8,0,82,21,62,4,0,5,0,5,0,193,203,103,87
1008,84,39,SAN BERNARDO,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,107,14,70,1,0,0,0,9,0,199,208,113,85
1009,84,39,SAN BERNARDO,1,0,1,1,1,0,1,0,0,1,1,0,1,0,2,5,0,2,0,0,0,119,10,44,2,0,0,0,11,0,191,202,129,56
1010,84,39,SAN BERNARDO,1,0,1,0,2,0,3,0,0,0,0,0,4,1,0,1,2,4,0,2,0,109,18,50,3,1,6,0,1,0,200,208,123,71
1011,84,39,SAN BERNARDO,1,0,1,0,1,0,0,2,0,2,3,3,0,0,2,4,0,0,0,0,0,113,12,63,3,0,0,0,2,0,209,211,122,78
1012,84,39,SAN BERNARDO,1,0,1,2,3,0,0,0,1,0,2,1,1,0,0,6,0,0,0,0,0,96,19,49,0,0,8,0,1,0,181,190,104,68
1013,84,39,SAN BERNARDO,1,0,1,2,3,2,3,0,2,1,0,0,3,3,0,2,2,0,0,6,0,114,8,53,0,0,3,0,5,0,205,213,130,61
1014,84,39,SAN BERNARDO,1,0,1,0,1,1,1,0,0,0,0,0,2,1,1,1,1,4,0,1,0,119,11,58,2,0,1,0,2,0,205,208,130,71
1015,84,39,SAN BERNARDO,1,0,1,1,2,0,0,0,0,0,1,2,2,0,2,4,2,1,0,3,0,94,15,55,2,1,5,0,1,0,187,194,110,72
16,85,40,LA CLOTILDE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,9,12,5,0,0,0,4,0,160,164,133,26
17,85,40,LA CLOTILDE,0,0,1,2,3,1,0,1,2,0,0,2,1,3,1,2,0,0,0,4,0,105,18,5,0,0,0,0,7,0,151,158,118,23
18,85,40,LA CLOTILDE,0,0,1,0,10,4,2,1,0,0,4,0,0,3,0,7,0,0,0,0,0,125,20,8,0,3,0,0,6,0,185,194,135,28
19,85,40,LA CLOTILDE,0,0,1,0,5,0,1,0,0,0,2,3,0,5,2,5,1,0,0,1,0,109,37,5,2,0,0,0,7,0,179,186,126,44
20,85,40,LA CLOTILDE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,31,0,0,0,0,0,14,0,175,189,143,31
21,85,40,LA CLOTILDE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,38,0,0,0,0,0,1,0,182,183,143,38
22,85,40,LA CLOTILDE,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,148,44,7,0,0,0,0,3,0,202,205,149,51
1016,85,40,LA CLOTILDE,1,0,1,0,0,2,0,0,0,1,1,2,0,8,0,10,0,4,0,1,0,151,0,7,1,15,2,0,4,0,189,210,176,8
1017,85,40,LA CLOTILDE,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,140,26,7,0,0,0,0,8,0,178,186,142,33
1018,85,40,LA CLOTILDE,1,0,1,1,1,2,1,0,0,0,0,3,1,0,0,21,5,0,0,2,0,114,24,9,3,2,0,0,6,0,188,196,146,36
1019,85,40,LA CLOTILDE,1,0,1,0,3,0,2,1,0,0,0,0,0,0,0,5,1,0,0,0,0,138,44,5,1,1,0,0,3,0,201,205,144,50
1020,85,40,LA CLOTILDE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,34,10,2,0,0,0,0,0,197,197,150,46
1021,85,40,LA CLOTILDE,1,0,1,0,2,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,123,21,13,3,1,1,0,5,0,170,177,127,37
1022,85,40,LA CLOTILDE,1,0,1,1,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,130,41,3,0,0,0,0,9,0,185,194,130,44
23,86,41,LA TIGRA,0,0,1,0,23,0,1,0,1,2,9,4,2,1,2,9,2,4,0,5,0,73,15,3,2,1,2,0,3,0,159,165,102,20
24,86,41,LA TIGRA,0,0,1,37,2,1,1,0,0,8,0,9,11,4,0,4,2,3,2,0,74,0,2,1,1,0,0,0,5,0,163,168,109,4
25,86,41,LA TIGRA,0,0,1,0,46,2,2,1,2,1,9,4,8,1,3,5,2,3,0,5,0,69,16,2,0,2,2,0,6,0,182,192,100,18
26,86,41,LA TIGRA,0,0,1,1,35,4,0,0,0,1,8,0,3,1,2,1,4,1,0,1,0,69,35,2,1,4,0,0,6,0,170,180,82,38
27,86,41,LA TIGRA,0,0,1,1,33,1,1,0,0,0,15,1,7,1,1,7,1,2,0,5,0,64,22,6,2,0,0,0,0,0,171,171,89,30
28,86,41,LA TIGRA,0,0,1,2,43,1,3,0,1,0,11,0,2,2,2,8,6,1,0,9,0,63,16,9,3,1,5,0,0,0,183,189,93,28
29,86,41,LA TIGRA,0,0,1,4,39,1,2,2,1,1,17,2,1,1,1,1,2,3,0,9,0,81,18,5,0,1,0,0,4,0,192,197,101,23
1023,86,41,LA TIGRA,1,0,1,1,34,0,2,0,3,0,15,2,1,1,2,3,2,1,0,5,0,85,21,3,1,1,2,0,2,0,183,188,102,25
1024,86,41,LA TIGRA,1,0,1,2,35,3,1,0,0,0,7,2,2,1,2,12,3,0,0,1,0,100,23,2,0,0,1,0,2,0,197,200,123,25
1025,86,41,LA TIGRA,1,0,1,0,66,0,1,1,2,1,11,3,3,0,2,3,4,0,0,1,0,71,21,1,2,0,4,0,5,0,194,203,87,24
1026,86,41,LA TIGRA,1,0,1,1,36,0,1,1,0,1,4,0,2,0,0,6,1,0,0,0,0,82,34,4,0,0,0,0,11,0,174,185,91,38
1027,86,41,LA TIGRA,1,0,1,0,37,0,1,1,0,1,11,1,2,1,0,13,3,1,0,3,0,75,20,8,0,1,5,0,3,0,179,188,99,28
1028,86,41,LA TIGRA,1,0,1,0,50,1,0,0,0,0,17,3,4,3,1,2,3,0,0,4,0,80,14,4,0,0,4,0,5,0,187,196,100,18
1029,86,41,LA TIGRA,1,0,1,2,25,0,0,1,0,2,4,0,4,1,4,1,0,2,0,2,0,38,22,5,1,0,2,0,1,0,115,118,52,28
1,87,42,PCIA. ROQUE S.PEÑA,0,0,1,0,4,1,0,1,0,1,0,2,3,5,5,1,3,0,0,8,0,21,32,1,0,2,0,0,3,0,89,94,48,33
2,87,42,PCIA. ROQUE S.PEÑA,0,0,1,0,10,1,1,2,0,0,1,3,2,1,0,2,0,3,0,3,0,26,45,0,1,2,2,0,2,0,102,108,40,46
3,87,42,PCIA. ROQUE S.PEÑA,0,0,1,0,2,1,2,1,1,0,1,0,0,1,2,3,0,1,0,1,0,15,49,2,2,1,0,0,4,0,85,90,23,53
4,88,42,PCIA. ROQUE S.PEÑA,0,0,1,1,0,4,3,0,1,0,5,1,4,0,6,3,1,0,1,4,1,24,59,2,0,3,5,0,4,0,121,133,45,61
5,88,42,PCIA. ROQUE S.PEÑA,0,0,1,1,4,2,2,0,0,2,2,0,7,1,2,0,1,0,3,6,3,38,49,2,3,4,0,0,2,0,129,135,61,54
6,88,42,PCIA. ROQUE S.PEÑA,0,0,1,1,3,2,0,1,0,0,5,3,6,0,5,1,1,0,3,1,4,35,52,2,4,3,2,0,2,0,130,137,59,58
7,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,2,2,2,0,0,0,0,2,6,0,1,4,0,2,1,6,1,31,69,3,2,4,5,0,5,0,135,149,54,74
8,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,5,1,1,0,0,0,1,0,4,2,0,4,1,0,4,1,1,32,53,1,1,0,1,0,4,0,113,118,49,55
9,88,42,PCIA. ROQUE S.PEÑA,0,0,1,2,0,0,3,1,0,1,3,0,9,1,1,6,0,0,0,4,0,35,58,0,4,2,4,0,1,5,129,136,56,62
10,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,1,3,5,1,0,0,2,0,5,0,1,1,1,2,0,4,3,41,58,0,1,1,3,0,6,0,130,140,58,59
11,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,6,0,1,0,2,0,1,0,6,2,1,4,0,2,3,2,5,28,56,2,1,5,0,0,3,0,123,131,53,59
12,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,2,2,4,0,0,1,2,3,8,1,3,4,0,1,2,4,2,47,55,2,2,0,3,0,6,0,146,155,75,59
13,88,42,PCIA. ROQUE S.PEÑA,0,0,1,1,2,1,6,2,2,1,0,0,7,0,2,7,0,0,0,2,2,36,53,2,0,2,3,0,2,0,127,134,56,55
14,88,42,PCIA. ROQUE S.PEÑA,0,0,1,3,2,0,2,0,0,1,1,0,12,2,3,0,0,1,2,2,6,27,67,2,1,1,1,0,4,0,135,141,55,70
15,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,2,4,1,0,4,1,6,0,2,0,1,2,1,1,0,1,9,33,46,4,0,4,0,0,8,0,119,131,50,50
16,88,42,PCIA. ROQUE S.PEÑA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,88,42,PCIA. ROQUE S.PEÑA,0,0,1,1,0,0,2,0,1,0,2,0,2,1,1,0,2,0,0,1,7,47,46,4,1,0,0,0,2,0,119,121,61,51
18,88,42,PCIA. ROQUE S.PEÑA,0,0,1,1,1,1,1,0,0,0,3,0,7,0,1,1,0,1,0,4,1,38,22,0,0,0,3,3,11,0,83,100,53,22
19,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,3,1,1,0,0,0,4,0,5,0,5,6,0,0,0,1,2,45,69,1,0,2,3,0,2,0,144,151,64,70
20,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,1,2,1,0,0,0,6,1,7,2,2,2,1,0,0,1,8,37,30,1,1,4,0,0,7,0,104,115,61,32
21,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,3,5,2,1,0,0,3,0,7,2,3,0,0,0,0,9,1,26,57,2,2,2,6,0,1,0,124,133,48,61
22,88,42,PCIA. ROQUE S.PEÑA,0,0,1,2,3,2,3,0,0,1,2,1,0,7,0,2,1,0,0,3,5,37,41,4,0,0,0,0,3,0,115,118,56,45
23,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,5,2,0,0,0,1,2,1,1,5,3,0,3,0,0,1,5,37,39,2,2,4,2,0,0,0,110,116,56,43
24,88,42,PCIA. ROQUE S.PEÑA,0,0,1,1,1,1,2,1,2,0,1,1,2,2,1,1,2,3,0,0,10,35,35,2,1,3,0,0,6,0,105,114,57,38
25,88,42,PCIA. ROQUE S.PEÑA,0,0,1,0,5,1,5,4,0,0,3,1,8,1,1,3,3,0,0,2,7,34,76,4,0,2,2,0,0,0,159,163,60,80
26,88,42,PCIA. ROQUE S.PEÑA,0,0,1,1,4,3,2,2,0,0,3,1,2,3,1,0,1,0,0,1,11,28,41,2,0,1,4,0,0,0,107,112,48,43
27,88,42,PCIA. ROQUE S.PEÑA,0,1,1,0,6,7,4,2,2,3,5,0,6,0,1,2,3,5,3,8,6,31,37,3,4,0,0,0,7,0,139,146,65,44
28,88,42,PCIA. ROQUE S.PEÑA,0,1,1,2,1,4,3,0,1,1,1,0,5,2,5,1,1,2,0,3,5,25,51,1,3,1,3,0,9,0,118,131,49,55
29,88,42,PCIA. ROQUE S.PEÑA,0,1,1,0,5,5,7,0,0,3,4,0,4,2,2,1,2,4,1,2,4,33,36,0,3,1,0,0,10,0,119,130,55,39
30,88,42,PCIA. ROQUE S.PEÑA,0,1,1,1,3,5,5,3,4,2,3,0,6,1,3,2,0,5,4,5,3,30,37,3,2,3,12,0,12,0,128,155,59,42
31,88,42,PCIA. ROQUE S.PEÑA,0,1,1,0,3,2,4,1,0,0,2,1,1,3,0,2,4,3,4,6,1,30,62,1,3,0,0,0,5,1,134,139,55,66
32,88,42,PCIA. ROQUE S.PEÑA,0,1,1,1,3,5,1,5,0,1,2,1,10,1,0,0,1,1,2,5,2,26,43,0,2,3,0,0,10,0,113,126,49,45
33,88,42,PCIA. ROQUE S.PEÑA,0,1,1,1,3,4,7,2,2,0,4,2,7,1,5,2,3,6,3,4,2,35,38,1,4,2,0,0,9,0,137,148,70,43
34,88,42,PCIA. ROQUE S.PEÑA,0,1,1,2,1,4,7,2,1,1,3,1,10,2,3,2,2,4,2,5,4,30,38,1,2,1,0,0,10,0,128,139,65,41
35,88,42,PCIA. ROQUE S.PEÑA,0,1,1,0,3,3,5,3,1,1,2,0,8,3,4,2,3,5,1,4,3,27,57,3,2,3,0,0,5,0,141,149,60,62
36,88,42,PCIA. ROQUE S.PEÑA,0,1,1,1,3,7,4,1,2,1,6,3,7,0,4,2,3,4,1,4,3,34,49,4,2,1,0,0,10,0,146,157,65,55
37,88,42,PCIA. ROQUE S.PEÑA,0,1,1,2,6,1,5,1,1,1,3,3,6,1,3,1,2,2,1,5,7,32,37,3,2,0,0,0,4,0,126,130,63,42
38,88,42,PCIA. ROQUE S.PEÑA,0,1,1,2,1,2,7,1,1,1,1,1,5,0,2,1,1,3,1,4,5,36,46,3,5,1,0,0,7,0,130,138,59,54
39,88,42,PCIA. ROQUE S.PEÑA,0,1,1,0,3,1,4,2,2,0,2,2,6,0,4,1,3,5,1,0,3,35,38,0,2,0,0,0,6,0,115,121,60,40
40,88,42,PCIA. ROQUE S.PEÑA,0,1,1,2,2,4,5,2,0,2,7,0,4,4,1,4,4,6,1,1,3,35,30,1,2,3,1,0,5,0,121,130,63,33
41,88,42,PCIA. ROQUE S.PEÑA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,3,4,2,0,2,2,2,0,9,3,1,2,0,1,0,2,2,32,67,1,1,2,0,0,6,0,137,145,52,69
43,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,1,2,7,0,0,1,1,0,9,6,1,2,0,5,1,0,0,32,77,2,4,0,3,0,2,0,152,157,56,83
44,89,42,PCIA. ROQUE S.PEÑA,0,0,1,2,6,5,1,1,0,3,1,1,2,1,3,1,0,0,2,1,7,50,56,0,3,1,0,0,3,0,147,151,68,59
45,89,42,PCIA. ROQUE S.PEÑA,0,0,1,1,2,2,4,0,2,1,2,0,6,4,1,2,0,0,2,1,7,32,74,4,0,0,0,0,7,0,148,155,55,78
46,89,42,PCIA. ROQUE S.PEÑA,0,0,1,1,2,4,7,2,1,1,2,66,5,1,0,1,0,1,1,3,1,42,2,1,1,1,0,0,9,0,146,156,121,4
47,89,42,PCIA. ROQUE S.PEÑA,0,0,1,1,7,5,3,1,0,0,3,0,4,8,2,0,0,0,1,2,0,37,67,5,0,0,2,0,5,0,147,154,54,72
48,89,42,PCIA. ROQUE S.PEÑA,0,0,1,2,3,2,1,0,0,0,5,1,9,0,4,3,1,4,1,0,10,46,51,0,0,1,4,0,1,0,144,150,79,51
49,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,2,2,3,2,1,0,1,0,10,3,5,2,1,0,1,3,5,29,75,0,1,3,2,0,5,0,147,157,59,76
50,89,42,PCIA. ROQUE S.PEÑA,0,0,1,2,7,2,1,0,0,0,0,0,13,3,9,0,0,1,1,5,2,28,60,3,0,0,6,0,1,0,138,145,62,63
51,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,1,3,3,1,0,2,0,4,5,3,0,9,0,1,0,0,4,32,68,1,0,2,0,0,8,0,138,148,58,69
52,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,3,4,5,1,1,0,1,0,5,5,2,0,0,0,1,1,2,51,43,1,0,1,7,0,6,0,127,141,67,44
53,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,3,2,4,0,0,2,2,1,10,1,0,0,1,1,0,2,4,30,76,3,1,1,5,0,0,0,144,150,50,80
54,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,6,3,2,0,0,0,3,1,6,2,4,3,1,0,0,3,1,35,54,0,0,1,3,0,1,0,125,130,56,54
55,89,42,PCIA. ROQUE S.PEÑA,0,0,1,2,4,3,3,2,2,0,1,1,8,3,2,0,0,2,0,3,1,37,54,5,0,1,2,0,5,0,134,142,57,59
56,89,42,PCIA. ROQUE S.PEÑA,0,0,1,1,1,3,2,0,3,2,0,2,8,4,0,9,3,1,0,2,1,37,59,5,0,5,2,0,0,0,144,151,67,64
57,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,3,0,1,2,0,0,0,1,7,2,2,1,0,2,1,2,8,41,58,1,0,2,2,0,0,0,133,137,67,59
58,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,2,2,1,0,0,0,0,1,6,1,3,2,0,1,5,1,0,37,57,0,1,0,6,0,2,1,121,129,57,58
59,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,3,0,3,0,0,0,0,0,7,0,0,0,1,0,0,2,4,30,54,0,2,1,4,0,0,0,107,112,44,56
60,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,0,0,0,3,0,2,2,0,10,2,4,0,0,0,2,4,4,41,56,5,0,4,0,0,0,0,136,140,67,61
61,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,2,4,3,0,1,0,1,58,14,4,1,3,0,1,1,1,1,44,0,2,0,1,0,0,7,0,142,150,128,2
62,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,6,2,5,2,1,0,5,2,5,4,3,1,0,0,0,3,1,30,52,5,2,0,5,0,2,0,130,137,49,59
63,89,42,PCIA. ROQUE S.PEÑA,0,0,1,0,1,0,1,0,0,0,3,0,4,2,1,0,0,4,0,0,1,40,58,3,0,3,2,0,1,0,119,125,52,61
64,89,42,PCIA. ROQUE S.PEÑA,0,0,1,2,1,4,2,0,1,1,1,1,6,0,0,0,4,1,0,1,6,47,36,1,0,0,2,0,2,0,116,120,66,37
